KT,Y,W,D,Time,Nr,Js,Rak1,Rak2,NyLskp,LSkp,Age,Sex,Bfas,Sp,Vikt1,Fvikt,Jnr,Bornyear,Fx,Frisk,Agedays,Dnr,5per,7per,Sex2,AREA,YEAR
11,68,42,1,539,4116,F,18F,0c,1L,Ja,6,2,,,65,,308,62,,1,2478,288,58,42,2,2,1968
11,68,41,7,540,4117,V,18F,0c,1L,Ja,1,2,1,,60,,308,67,,1,652,287,58,41,2,2,1968
11,68,42,4,720,4118,F,11E,8e,2H,Vs,0,2,1,,42,,188,68,,1,291,291,59,42,2,4,1968
11,68,42,7,1500,4119,D,12J,7b,3U,Up,0,2,1,,42,,126,68,,1,294,294,59,42,2,4,1968
11,68,42,7,1501,4120,D,12J,7b,3U,Up,0,1,,1,56,,126,68,,1,294,294,59,42,1,4,1968
11,68,41,5,3056,4121,T,11E,2f,2H,Vs,0,2,1,,53,,88,68,,1,285,285,57,41,2,4,1968
11,68,42,7,822,4122,D,11H,4h,3U,Up,2,2,1,,63,,174,66,,1,1024,294,59,42,2,4,1968
11,68,42,6,942,4123,D,12I,8h,3U,Up,0,1,,1,45,,26,68,,1,293,293,59,42,1,4,1968
11,68,42,2,3057,4124,S,08G,0c,3U,Og,0,1,,,72,,159,68,,1,289,289,58,42,1,5,1968
11,68,42,3,721,4125,F,08G,0c,3U,Og,0,1,,,53,,159,68,,1,290,290,58,42,1,5,1968
11,68,42,7,943,4126,S,08G,0c,3U,Og,2,1,,1,74,,92,66,,1,1024,294,59,42,1,5,1968
11,68,42,6,823,4127,F,18F,3f,1L,Ja,1,1,,1,85,,467,67,,1,658,293,59,42,1,2,1968
11,68,42,6,622,4128,S,10G,1g,3U,So,0,2,1,,68,,124,68,,1,293,293,59,42,2,4,1968
11,68,42,7,1028,4129,D,12I,8h,3U,Up,0,1,,1,69,,26,68,,1,294,294,59,42,1,4,1968
11,68,42,6,1029,4130,K,10G,1g,3U,So,1,1,,1,79,,124,67,,1,658,293,59,42,1,4,1968
11,68,43,2,104,4131,V,18C,0f,1L,Hr,4,1,,1,85,,299,64,,1,1756,296,60,43,1,2,1968
11,68,42,6,433,4132,V,18C,0f,1L,Hr,6,1,,1,84,,299,62,,1,2483,293,59,42,1,2,1968
11,68,42,5,722,4133,F,12D,4f,2H,Vr,0,2,1,,43,,425,68,,1,292,292,59,42,2,3,1968
11,68,43,7,3058,4134,D,11F,8b,2H,Vs,0,1,,1,70,,272,68,,1,301,301,61,43,1,4,1968
11,68,43,6,944,4135,D,09H,4c,3U,So,0,1,,1,76,,125,68,,1,300,300,60,43,1,4,1968
11,68,43,5,824,4136,D,10G,4d,3U,So,0,2,1,,,,27,68,,1,299,299,60,43,2,4,1968
11,68,43,3,825,4137,D,10I,1c,3U,So,5,1,,1,91,,206,63,,1,2122,297,60,43,1,4,1968
11,68,43,7,723,4138,S,10I,1c,3U,So,3,1,,1,74,,206,65,,1,1396,301,61,43,1,4,1968
11,68,42,5,3059,4139,F,12D,1a,2H,Vr,0,1,,1,43,,216,68,,1,292,292,59,42,1,3,1968
11,68,43,6,3000,4140,D,12D,1a,2H,Vr,0,1,,1,49,,216,68,,1,300,300,60,43,1,3,1968
11,68,43,6,3001,4141,D,12D,1a,2H,Vr,0,1,,1,65,,216,68,,1,300,300,60,43,1,3,1968
11,68,43,7,945,4142,D,12F,6a,2H,Dr,0,1,,1,68,,165,68,,1,301,301,61,43,1,3,1968
11,68,43,2,724,4143,F,08G,0c,3U,Og,1,1,,1,54,,159,67,,1,661,296,60,43,1,5,1968
11,68,43,7,1502,4144,D,12I,8h,3U,Up,1,1,,1,62,,26,67,,1,666,301,61,43,1,4,1968
11,68,44,1,623,4145,F,11F,8b,2H,Vs,0,1,,1,60,,272,68,,1,302,302,61,44,1,4,1968
11,68,42,7,1218,4146,D,02D,2i,4S,Sk,0,2,1,,58,,9,68,,1,294,294,59,42,2,5,1968
11,68,45,2,42,4147,V,11D,5b,2H,Vr,2,2,1,,67,,312,66,,1,1040,310,62,45,2,3,1968
11,68,44,3,1030,4148,G,11D,5b,2H,Vr,2,1,,1,90,,312,66,,1,1034,304,61,44,1,3,1968
11,68,44,3,1031,4149,D,08G,0c,3U,Og,0,1,,1,52,,159,68,,1,304,304,61,44,1,5,1968
11,68,44,6,1032,4150,G,12I,8h,3U,Up,1,2,1,,59,,26,67,,1,672,307,62,44,2,4,1968
11,68,44,7,1219,4151,G,12I,8h,3U,Up,0,1,,1,73,,26,68,,1,308,308,62,44,1,4,1968
11,68,44,7,946,4152,D,12I,8h,3U,Up,0,1,,1,50,,26,68,,1,308,308,62,44,1,4,1968
11,68,44,6,725,4153,D,11H,4h,3U,Up,0,1,,1,62,,174,68,,1,307,307,62,44,1,4,1968
11,68,44,5,947,4154,G,10G,4d,3U,So,1,1,,1,,,27,67,,1,671,306,62,44,1,4,1968
11,68,44,5,1220,4155,G,10G,4d,3U,So,0,1,,1,,,27,68,,1,306,306,62,44,1,4,1968
11,68,44,3,1328,4156,D,10H,1g,3U,So,2,1,,1,79,,138,66,,1,1034,304,61,44,1,4,1968
11,68,44,1,434,4157,V,18F,0c,1L,Ja,2,2,,,60,,308,66,,1,1032,302,61,44,2,2,1968
11,68,43,7,1503,4158,D,01D,9j,4S,Sk,2,2,1,,81,,402,66,,1,1031,301,61,43,2,5,1968
11,68,44,5,1033,4159,D,10H,3g,3U,So,1,2,,,87,,168,67,,1,671,306,62,44,2,4,1968
11,68,43,6,3002,4160,F,11C,1j,2H,Vr,1,1,,1,66,,366,67,,1,665,300,60,43,1,3,1968
11,68,44,3,726,4161,V,10E,7c,2H,Vr,0,2,1,,54,,46,68,,1,304,304,61,44,2,3,1968
11,68,45,1,1329,4162,G,11I,4f,3U,Up,6,1,,2,83,,23,62,,1,2499,309,62,45,1,4,1968
11,68,45,4,826,4163,D,10I,7h,3U,Up,0,1,,1,65,,56,68,,1,312,312,63,45,1,4,1968
11,68,45,3,2203,4164,V,11F,3c,2H,Vs,3,1,,1,103,,410,65,,1,1406,311,63,45,1,4,1968
11,68,40,6,43,4165,V,12E,0d,2H,Vr,0,1,,1,56,,241,68,,1,279,279,56,40,1,3,1968
11,68,44,5,3003,4166,F,20E,4j,1L,Ja,1,1,,1,73,,352,67,,1,671,306,62,44,1,2,1968
11,68,45,2,2204,4167,V,11I,9f,3U,Up,0,1,,1,65,,174,68,,1,310,310,62,45,1,4,1968
11,68,44,4,727,4168,F,18F,3f,1L,Ja,0,1,,1,58,,467,68,,1,305,305,61,44,1,2,1968
11,68,44,7,1034,4169,G,12F,6b,2H,Dr,0,2,1,,40,,184,68,,1,308,308,62,44,2,3,1968
11,68,44,7,1414,4170,G,12F,6b,2H,Dr,0,2,1,,45,,184,68,,1,308,308,62,44,2,3,1968
11,68,45,1,44,4171,V,11F,3d,2H,Vs,0,1,,1,82,,410,68,,1,309,309,62,45,1,4,1968
11,68,45,2,1035,4172,F,11E,6f,2H,Vs,1,1,,1,73,,137,67,,1,675,310,62,45,1,4,1968
11,68,44,6,1504,4173,G,13F,3c,2H,Dr,0,1,,1,60,,80,68,,1,307,307,62,44,1,3,1968
11,68,44,7,1036,4174,D,02D,6j,4S,Sk,0,1,,1,75,,9,68,,1,308,308,62,44,1,5,1968
11,68,45,6,827,4175,D,12I,1f,3U,Up,0,1,,1,75,,434,68,,1,314,314,63,45,1,4,1968
11,68,45,6,828,4176,D,10I,8h,3U,Up,7,2,1,,66,,29,61,,1,2869,314,63,45,2,4,1968
11,68,45,4,105,4177,V,17E,9c,1L,Ja,1,1,,1,75,,116,67,,1,677,312,63,45,1,2,1968
11,68,45,3,1755,4178,F,09E,8a,2H,Vr,0,1,,1,56,,21,68,,1,311,311,63,45,1,3,1968
11,68,45,4,2205,4179,V,11F,3d,2H,Vs,0,2,1,,51,,410,68,,1,312,312,63,45,2,4,1968
11,68,45,6,2139,4180,V,10C,8i,2H,Vr,1,2,1,,53,,151,67,,1,679,314,63,45,2,3,1968
11,68,45,1,2300,4181,V,11E,4b,2H,Vr,3,1,,1,74,,95,65,,1,1404,309,62,45,1,3,1968
11,68,45,5,2140,4182,V,10D,8h,2H,Vr,1,1,,1,84,,205,67,,1,678,313,63,45,1,3,1968
11,68,45,3,106,4183,V,11C,8a,2H,Vr,7,2,1,,65,,397,61,,1,2866,311,63,45,2,3,1968
11,68,45,4,250,4184,V,11C,8a,2H,Vr,1,2,1,,63,,397,67,,1,677,312,63,45,2,3,1968
11,68,44,3,1756,4185,F,10E,1d,3U,Na,0,2,1,,49,,406,68,,1,304,304,61,44,2,4,1968
11,68,45,5,2206,4186,S,10E,1d,3U,Na,0,1,,1,89,,406,68,,1,313,313,63,45,1,4,1968
11,68,45,6,3004,4187,D,11F,8b,2H,Vs,2,2,1,,58,,272,66,,1,1044,314,63,45,2,4,1968
11,68,45,4,1415,4188,K,11E,2f,2H,Vs,3,2,1,,,,275,65,,1,1407,312,63,45,2,4,1968
11,68,45,7,829,4189,D,20F,7h,1L,Ja,1,1,,1,55,,147,67,,1,680,315,63,45,1,2,1968
11,68,45,6,830,4190,S,20F,8e,1L,Ja,2,1,,1,81,,250,66,,1,1044,314,63,45,1,2,1968
11,68,45,6,251,4191,V,11D,7a,2H,Vr,0,2,1,,53,,141,68,,1,314,314,63,45,2,3,1968
11,68,45,7,2207,4192,V,11F,3d,2H,Vs,2,1,,1,76,,410,66,,1,1045,315,63,45,1,4,1968
11,68,42,7,728,4193,F,12D,4f,2H,Vr,1,1,,1,81,,425,67,,1,659,294,59,42,1,3,1968
11,68,44,1,107,4194,V,12D,4f,2H,Vr,1,1,,1,80,,425,67,,1,667,302,61,44,1,3,1968
11,68,44,2,108,4195,V,12D,4f,2H,Vr,0,1,,1,68,,425,68,,1,303,303,61,44,1,3,1968
11,68,40,3,624,4196,F,12D,4f,2H,Vr,0,1,,1,45,,425,68,,1,276,276,56,40,1,3,1968
11,68,45,4,327,4197,V,11D,5b,2H,Vr,2,1,,,74,,312,66,,1,1042,312,63,45,1,3,1968
11,68,45,2,252,4198,V,08G,0c,3U,Og,0,1,,1,71,,92,68,,1,310,310,62,45,1,5,1968
11,68,45,4,2301,4199,V,08G,0c,3U,Og,1,2,1,,53,,92,67,,1,677,312,63,45,2,5,1968
11,68,44,4,948,4200,D,12D,4f,2H,Vr,1,2,1,,62,,425,67,,1,670,305,61,44,2,3,1968
11,68,46,1,949,4201,U,20F,8e,1L,Ja,1,2,1,,46,,250,67,,1,681,316,64,46,2,2,1968
11,68,45,4,729,4202,F,10H,1g,3U,So,1,1,,1,60,,138,67,,1,677,312,63,45,1,4,1968
11,68,45,5,1037,4203,S,10H,1g,3U,So,1,1,,1,69,,138,67,,1,678,313,63,45,1,4,1968
11,68,45,6,1655,4204,S,02D,8g,4S,Sk,0,1,,1,74,,9,68,,1,314,314,63,45,1,5,1968
11,68,45,7,3005,4205,D,11F,6g,2H,Vs,0,2,1,,57,,410,68,,1,315,315,63,45,2,4,1968
11,68,46,2,3006,4206,F,11F,6g,2H,Vs,0,2,,,55,,410,68,,1,317,317,64,46,2,4,1968
11,68,45,3,253,4207,V,12F,7a,2H,Dr,3,1,,1,68,,237,65,,1,1406,311,63,45,1,3,1968
11,68,45,3,254,4208,V,12F,7a,2H,Dr,1,2,,,83,,237,67,,1,676,311,63,45,2,3,1968
11,68,45,3,109,4209,V,12F,7a,2H,Dr,2,1,,1,108,,237,66,,1,1041,311,63,45,1,3,1968
11,68,45,4,730,4210,F,10C,5d,2H,Vr,0,2,1,,39,,230,68,,1,312,312,63,45,2,3,1968
11,68,44,7,2208,4211,V,12H,4e,3U,Up,0,1,,1,,59,4,68,,1,308,308,62,44,1,4,1968
11,68,45,6,2302,4212,V,12H,4e,3U,Up,1,2,1,,,68,4,67,,1,679,314,63,45,2,4,1968
11,68,45,3,110,4213,V,12H,4e,3U,Up,0,1,,1,,78,4,68,,1,311,311,63,45,1,4,1968
11,68,45,1,111,4214,V,12H,4j,3U,Up,0,2,1,,,49,4,68,,1,309,309,62,45,2,4,1968
11,68,45,3,2141,4215,V,12H,4j,3U,Up,2,1,,1,,,4,66,,1,1041,311,63,45,1,4,1968
11,68,43,5,625,4216,F,11E,4e,2H,Vs,0,2,,,51,,473,68,,1,299,299,60,43,2,4,1968
11,68,44,2,731,4217,G,11E,4e,2H,Vs,0,2,,,53,,473,68,,1,303,303,61,44,2,4,1968
11,68,44,5,1038,4218,G,11E,4e,2H,Vs,5,2,,,57,,473,63,,1,2131,306,62,44,2,4,1968
11,68,46,2,1330,4219,D,11I,4f,3U,Up,1,1,,3,75,,23,67,,1,682,317,64,46,1,4,1968
11,68,46,4,541,4220,V,11H,4h,3U,Up,0,1,,1,75,,174,68,,1,319,319,64,46,1,4,1968
11,68,44,7,1144,4221,S,03C,6c,4S,Sk,0,1,,1,78,,2,68,,1,308,308,62,44,1,5,1968
11,68,44,7,1145,4222,S,03C,6c,4S,Sk,0,2,1,,72,,2,68,,1,308,308,62,44,2,5,1968
11,68,46,4,831,4223,F,11F,3c,2H,Vs,2,2,1,,70,,372,66,,1,1049,319,64,46,2,4,1968
11,68,46,2,3007,4224,V,11C,1j,2H,Vr,0,2,,,51,,427,68,,1,317,317,64,46,2,3,1968
11,68,46,4,3008,4225,V,11C,1j,2H,Vr,0,2,,,55,,427,68,,1,319,319,64,46,2,3,1968
11,68,46,4,3009,4226,V,11C,1j,2H,Vr,0,1,,1,60,,427,68,,1,319,319,64,46,1,3,1968
11,68,44,8,3010,4227,U,11C,1j,2H,Vr,0,,,,,,427,68,,1,305,305,-9,-9,,3,1968
11,68,44,8,3011,4228,U,11C,1j,2H,Vr,0,,,,,,427,68,,1,305,305,-9,-9,,3,1968
11,68,44,8,3012,4229,U,11C,1j,2H,Vr,0,,,,,,427,68,,1,305,305,-9,-9,,3,1968
11,68,44,8,3013,4230,U,11C,1j,2H,Vr,0,,,,,,427,68,,1,305,305,-9,-9,,3,1968
11,68,44,8,3014,4231,U,11C,1j,2H,Vr,0,,,,,,427,68,,1,305,305,-9,-9,,3,1968
11,68,44,8,3015,4232,U,11C,1j,2H,Vr,0,,,,,,427,68,,1,305,305,-9,-9,,3,1968
11,68,44,8,3016,4233,U,11C,1j,2H,Vr,3,,,,,,427,65,,1,1400,305,-9,-9,,3,1968
11,68,44,8,3017,4234,U,11C,1j,2H,Vr,0,,,,,,427,68,,1,305,305,-9,-9,,3,1968
11,68,44,8,3018,4235,U,11C,1j,2H,Vr,0,,,,,,427,68,,1,305,305,-9,-9,,3,1968
11,68,44,8,3019,4236,U,11C,1j,2H,Vr,1,,,,,,427,67,,1,670,305,-9,-9,,3,1968
11,68,44,8,3020,4237,U,11C,1j,2H,Vr,6,,,,,,427,62,,1,2495,305,-9,-9,,3,1968
11,68,46,6,1416,4238,D,09G,1g,3U,Og,6,1,,1,80,,396,62,,1,2511,321,65,46,1,5,1968
11,68,46,1,3021,4239,F,11E,8e,2H,Vs,1,2,,,59,,188,67,,1,681,316,64,46,2,4,1968
11,68,46,4,112,4240,V,12F,7a,2H,Dr,2,2,1,,66,,237,66,,1,1049,319,64,46,2,3,1968
11,68,46,4,255,4241,V,12F,7a,2H,Dr,0,1,,1,71,,237,68,,1,319,319,64,46,1,3,1968
11,68,46,2,732,4242,S,03C,3e,4S,Sk,0,2,1,,74,,322,68,,1,317,317,64,46,2,5,1968
11,68,46,3,1505,4243,S,03C,3e,4S,Sk,1,2,1,,73,,322,67,,1,683,318,64,46,2,5,1968
11,68,45,2,2303,4244,V,11D,4b,2H,Vr,0,1,,,52,,336,68,,1,310,310,62,45,1,3,1968
11,68,46,4,950,4245,F,11F,2d,2H,Vs,0,1,,1,72,,410,68,,1,319,319,64,46,1,4,1968
11,68,44,5,3022,4246,S,18F,5c,1L,Ja,4,1,,,80,,52,64,,1,1766,306,62,44,1,2,1968
11,68,45,6,113,4247,V,19G,1e,1L,Ja,2,1,,1,72,,399,66,,1,1044,314,63,45,1,2,1968
11,68,46,4,542,4248,V,19G,1e,1L,Ja,1,1,,1,81,,399,67,,1,684,319,64,46,1,2,1968
11,68,46,3,1506,4249,S,12I,9j,3U,Up,0,1,,1,90,,192,68,,1,318,318,64,46,1,4,1968
11,68,45,7,733,4250,D,12J,7b,3U,Up,0,1,,1,44,,373,68,,1,315,315,63,45,1,4,1968
11,68,45,5,2209,4251,V,12H,3f,3U,Up,0,1,,2,,63,4,68,,1,313,313,63,45,1,4,1968
11,68,45,4,2304,4252,V,12H,3f,3U,Up,0,2,1,,,56,4,68,,1,312,312,63,45,2,4,1968
11,68,46,4,2210,4253,V,11H,5j,3U,Up,5,2,1,,,59,4,63,,1,2144,319,64,46,2,4,1968
11,68,45,2,45,4254,V,12H,3f,3U,Up,0,2,1,,,57,4,68,,1,310,310,62,45,2,4,1968
11,68,45,7,2211,4255,V,12I,2f,3U,Up,0,2,1,,,49,4,68,,1,315,315,63,45,2,4,1968
11,68,46,1,2212,4256,V,12H,3f,3U,Up,1,2,1,,,53,4,67,,1,681,316,64,46,2,4,1968
11,68,45,5,2142,4257,V,12H,3f,3U,Up,0,1,,1,,49,4,68,,1,313,313,63,45,1,4,1968
11,68,46,2,2213,4258,V,11I,5f,3U,Up,0,2,1,,,44,4,68,,1,317,317,64,46,2,4,1968
11,68,46,2,2214,4259,V,11H,9f,3U,Up,3,2,1,,,50,4,65,,1,1412,317,64,46,2,4,1968
11,68,45,4,2215,4260,V,12H,3f,3U,Up,0,1,,1,,56,4,68,,1,312,312,63,45,1,4,1968
11,68,45,6,2143,4261,V,12H,3f,3U,Up,4,1,,1,,88,4,64,,1,1774,314,63,45,1,4,1968
11,68,46,4,1039,4262,D,11H,9f,3U,Up,0,1,,1,,53,4,68,,1,319,319,64,46,1,4,1968
11,68,46,1,2305,4263,V,11E,6f,2H,Vs,3,1,,1,80,,20,65,,1,1411,316,64,46,1,4,1968
11,68,42,7,328,4264,V,28L,9d,1L,Lp,4,1,,1,,,122,64,,1,1754,294,59,42,1,2,1968
11,68,44,5,435,4265,V,28L,9d,1L,Lp,0,1,,1,,,122,68,,1,306,306,62,44,1,2,1968
11,68,46,2,543,4266,V,28L,9d,1L,Lp,0,1,,1,,,122,68,,1,317,317,64,46,1,2,1968
11,68,45,7,1934,4267,V,18F,0c,1L,Ja,0,1,,1,62,,308,68,,1,315,315,63,45,1,2,1968
11,68,46,6,1040,4268,D,11H,4h,3U,Up,0,2,1,,62,,174,68,,1,321,321,65,46,2,4,1968
11,68,46,6,1331,4269,K,11H,4h,3U,Up,0,1,,1,70,,174,68,,1,321,321,65,46,1,4,1968
11,68,46,6,1041,4270,D,11H,4h,3U,Up,0,2,1,,65,,174,68,,1,321,321,65,46,2,4,1968
11,68,46,7,1146,4271,F,10E,1d,3U,Na,0,1,,1,70,,406,68,,1,322,322,65,46,1,4,1968
11,68,42,7,951,4272,S,10I,0g,3U,So,1,2,1,,,,245,67,,1,659,294,59,42,2,4,1968
11,68,46,6,2216,4273,V,10C,8i,2H,Vr,0,2,,,57,,151,68,,1,321,321,65,46,2,3,1968
11,68,46,5,256,4274,V,12F,7a,2H,Dr,2,2,1,,60,,237,66,,1,1050,320,64,46,2,3,1968
11,68,46,6,2217,4275,V,11C,0i,2H,Vr,2,1,,1,88,,427,66,,1,1051,321,65,46,1,3,1968
11,68,46,6,1332,4276,D,11C,0i,2H,Vr,1,2,,,60,,427,67,,1,686,321,65,46,2,3,1968
11,68,46,2,1507,4277,S,11C,0i,2H,Vr,1,2,,,58,,427,67,,1,682,317,64,46,2,3,1968
11,68,47,1,734,4278,F,11D,5b,2H,Vr,6,1,,1,80,,312,62,,1,2513,323,65,47,1,3,1968
11,68,46,6,2034,4279,T,10G,1g,3U,So,1,1,,1,75,,124,67,,1,686,321,65,46,1,4,1968
11,68,46,2,952,4280,K,10G,1g,3U,So,0,1,,1,63,,124,68,,1,317,317,64,46,1,4,1968
11,68,45,7,1333,4281,K,10I,0g,3U,So,0,2,1,,,43,245,68,,1,315,315,63,45,2,4,1968
11,68,45,7,1042,4282,K,10I,0g,3U,So,0,1,,1,,60,245,68,,1,315,315,63,45,1,4,1968
11,68,46,7,3023,4283,U,10I,0g,3U,So,0,2,1,,62,,245,68,,1,322,322,65,46,2,4,1968
11,68,46,7,3024,4284,U,10I,0g,3U,So,0,2,1,,46,,245,68,,1,322,322,65,46,2,4,1968
11,68,44,7,1147,4285,K,10I,0g,3U,So,0,2,1,,58,,245,68,,1,308,308,62,44,2,4,1968
11,68,46,7,257,4286,V,17E,9c,1L,Ja,1,1,,1,82,,116,67,1,1,687,322,65,46,1,2,1968
11,68,46,6,1148,4287,K,11H,3j,3U,Up,0,1,,1,65,,341,68,,1,321,321,65,46,1,4,1968
11,68,46,6,735,4288,D,10H,1g,3U,So,0,1,,1,61,,138,68,,1,321,321,65,46,1,4,1968
11,68,46,6,1508,4289,U,02C,7i,4S,Sk,0,1,,1,68,,263,68,,1,321,321,65,46,1,5,1968
11,68,47,2,1043,4290,V,11C,8a,2H,Vr,0,1,,,61,,397,68,,1,324,324,65,47,1,3,1968
11,68,47,3,1044,4291,F,09H,4c,3U,So,2,1,,3,75,,125,66,,1,1055,325,65,47,1,4,1968
11,68,47,3,46,4292,V,12F,7a,2H,Dr,0,1,,1,48,,237,68,,1,325,325,65,47,1,3,1968
11,68,46,7,2218,4293,V,11D,2d,2H,Vr,2,2,,,75,,366,66,,1,1052,322,65,46,2,3,1968
11,68,46,2,2306,4294,V,11F,5e,2H,Vs,1,2,1,,50,,272,67,,1,682,317,64,46,2,4,1968
11,68,47,5,436,4295,V,19E,6a,1L,Ja,2,1,,1,90,,45,66,,1,1057,327,66,47,1,2,1968
11,68,46,7,3025,4296,F,11D,2d,2H,Vr,5,1,,1,75,,366,63,,1,2147,322,65,46,1,3,1968
11,68,47,1,114,4297,F,19G,1e,1L,Ja,0,1,,1,52,,399,68,,1,323,323,65,47,1,2,1968
11,68,45,7,2219,4298,V,11E,4b,2H,Vr,0,2,1,,52,,95,68,,1,315,315,63,45,2,3,1968
11,68,47,4,544,4299,V,11D,0d,2H,Vr,7,2,,,59,,366,61,,1,2881,326,66,47,2,3,1968
11,68,47,2,2220,4300,V,11D,2d,2H,Vr,0,2,,,61,,366,68,,1,324,324,65,47,2,3,1968
11,68,47,7,1417,4301,D,11J,5a,3U,Up,0,1,,1,58,,434,68,,1,329,329,66,47,1,4,1968
11,68,37,7,1509,4302,S,19E,8c,1L,Ja,0,2,1,,34,,150,68,,1,259,259,52,37,2,2,1968
