KT,Y,W,D,Time,Nr,Js,Rak1,Rak2,NyLskp,LSkp,Age,Sex,Bfas,Sp,Vikt1,Fvikt,Jnr,Bornyear,Fx,Frisk,Agedays,Dnr,5per,7per,Sex2,AREA,YEAR
11,69,12,5,603,5904,X,18F,3c,1L,Ja,4,2,5,,51,,35,64,,1,1905,80,16,12,2,2,1969
11,69,12,5,604,5905,X,19E,1c,1L,Ja,0,2,2,,41,,310,68,,1,445,80,16,12,2,2,1969
11,69,12,6,605,5906,X,19E,1c,1L,Ja,1,1,,3,74,,310,67,,1,811,81,17,12,1,2,1969
11,69,11,4,2258,5907,V,10I,7b,3U,Up,1,1,,3,90,,126,67,,1,802,72,15,11,1,4,1969
11,69,11,6,1055,5908,D,10I,7b,3U,Up,0,2,4,,56,,126,68,,1,439,74,15,11,2,4,1969
11,69,11,5,3047,5909,F,11E,4b,2H,Vr,0,1,,3,51,,95,68,,1,438,73,15,11,1,3,1969
11,69,12,6,731,5910,X,20E,4j,1L,Ja,1,2,3,1,55,,352,67,,1,811,81,17,12,2,2,1969
11,69,12,6,606,5911,X,20E,4j,1L,Ja,2,1,,3,57,,352,66,,1,1176,81,17,12,1,2,1969
11,69,11,4,607,5912,X,19E,3g,1L,Ja,0,2,4,1,49,,211,68,,1,437,72,15,11,2,2,1969
11,69,11,6,732,5913,X,19E,3g,1L,Ja,0,1,,3,50,,211,68,,1,439,74,15,11,1,2,1969
11,69,11,5,608,5914,F,19E,3i,1L,Ja,3,2,5,,65,,211,65,,1,1533,73,15,11,2,2,1969
11,69,10,5,733,5915,X,18F,8a,1L,Ja,2,2,2,,52,,211,66,,1,1161,66,14,10,2,2,1969
11,69,13,1,609,5916,X,19E,1c,1L,Ja,2,2,4,1,72,,310,66,,1,1178,83,17,12,2,2,1969
11,69,12,6,1536,5917,S,11C,6j,2H,Vr,0,1,,3,58,,288,68,,1,446,81,17,12,1,3,1969
11,69,12,6,734,5918,X,19E,4a,1L,Ja,7,2,4,1,56,,342,61,,1,3001,81,17,12,2,2,1969
11,69,13,1,134,5919,V,10H,7e,3U,So,0,2,5,,61,,382,68,,1,448,83,17,12,2,4,1969
11,69,11,4,2259,5920,V,10H,7e,3U,So,0,2,5,,61,,382,68,,1,437,72,15,11,2,4,1969
11,69,10,3,52,5921,V,10H,5g,3U,So,1,1,,3,68,,382,67,,1,794,64,13,10,1,4,1969
11,69,12,7,2331,5922,V,10H,7e,3U,So,0,1,,3,60,,382,68,,1,447,82,17,12,1,4,1969
11,69,13,1,53,5923,V,10H,7e,3U,So,0,1,,3,55,,382,68,,1,448,83,17,12,1,4,1969
11,69,12,5,526,5924,V,18F,2g,1L,Ja,0,1,,3,,,115,68,,1,445,80,16,12,1,2,1969
11,69,10,1,248,5925,V,19G,1e,1L,Ja,1,1,,3,69,,399,67,,1,792,62,13,9,1,2,1969
11,69,12,3,135,5926,V,19G,1e,1L,Ja,2,2,4,1,52,,399,66,,1,1173,78,16,12,2,2,1969
11,69,12,4,1612,5927,S,12F,6b,2H,Dr,6,1,,3,59,,184,62,,1,2634,79,16,12,1,3,1969
11,69,12,5,2332,5928,V,10E,7f,2H,Vr,0,2,6,1,49,,249,68,,1,445,80,16,12,2,3,1969
11,69,12,6,1537,5929,L,09H,2a,3U,So,2,2,5,,52,,280,66,,1,1176,81,17,12,2,4,1969
11,69,12,4,136,5930,V,13I,2c,3U,Up,1,2,4,1,59,,4,67,,1,809,79,16,12,2,4,1969
11,69,12,2,1711,5931,V,13I,2c,3U,Up,5,2,5,,45,,4,63,,1,2267,77,16,11,2,4,1969
11,69,11,5,2123,5932,V,11I,6h,3U,Up,0,1,,3,65,,4,68,,1,438,73,15,11,1,4,1969
11,69,12,2,1257,5933,F,11I,6h,3U,Up,0,1,,3,64,,4,68,,1,442,77,16,11,1,4,1969
11,69,12,6,735,5934,F,20E,0e,1L,Ja,8,2,5,,61,,403,60,,1,3366,81,17,12,2,2,1969
11,69,12,6,2200,5935,V,10E,7f,2H,Vr,2,2,4,1,43,,249,66,,1,1176,81,17,12,2,3,1969
11,69,13,2,736,5936,F,10D,8g,2H,Vr,0,2,5,,80,,144,68,,1,449,84,17,12,2,3,1969
11,69,10,6,54,5937,V,12D,4f,2H,Vr,5,2,4,1,79,,425,63,,1,2257,67,14,10,2,3,1969
11,69,12,5,610,5938,X,20E,8e,1L,Ja,1,1,,3,64,,112,67,,1,810,80,16,12,1,2,1969
11,69,12,7,1258,5939,K,02D,8c,4S,Sk,0,2,5,,82,,278,68,,1,447,82,17,12,2,5,1969
11,69,12,3,2333,5940,V,11D,5b,2H,Vr,6,1,,3,78,,312,62,,1,2633,78,16,12,1,3,1969
11,69,12,6,249,5941,V,10E,7e,2H,Vr,1,1,,,72,,239,67,,1,811,81,17,12,1,3,1969
11,69,11,6,250,5942,V,10E,7e,2H,Vr,4,1,,,75,,239,64,,1,1899,74,15,11,1,3,1969
11,69,11,5,55,5943,V,10E,7e,2H,Vr,0,1,,3,65,,239,68,,1,438,73,15,11,1,3,1969
11,69,13,2,2334,5944,V,10E,7f,2H,Vr,5,2,5,,85,,249,63,,1,2274,84,17,12,2,3,1969
11,69,13,2,527,5945,X,18F,6a,1L,Ja,0,2,4,1,45,,52,68,,1,449,84,17,12,2,2,1969
11,69,12,6,528,5946,X,18F,5c,1L,Ja,4,1,,,50,,52,64,,1,1906,81,17,12,1,2,1969
11,69,12,3,1056,5947,X,18F,6a,1L,Ja,0,2,4,3,30,,52,68,,1,443,78,16,12,2,2,1969
11,69,12,5,611,5948,X,18F,5c,1L,Ja,1,2,4,1,40,,52,67,,1,810,80,16,12,2,2,1969
11,69,12,7,529,5949,X,18F,5c,1L,Ja,2,1,,,85,,52,66,,1,1177,82,17,12,1,2,1969
11,69,12,6,3048,5950,X,18F,5c,1L,Ja,1,2,3,1,60,,52,67,,1,811,81,17,12,2,2,1969
11,69,12,5,737,5951,X,18F,5c,1L,Ja,2,1,,,80,,52,66,,1,1175,80,16,12,1,2,1969
11,69,8,7,451,5952,V,10I,0g,3U,So,0,1,,3,81,,245,68,,1,419,54,11,8,1,4,1969
11,69,9,3,452,5953,V,10I,0g,3U,So,6,1,,3,70,,245,62,,1,2612,57,12,9,1,4,1969
11,69,9,7,453,5954,V,10I,0g,3U,So,0,1,,3,59,,245,68,,1,426,61,13,9,1,4,1969
11,69,8,2,3049,5955,U,10I,0g,3U,So,0,2,1,,54,,245,68,,1,414,49,10,7,2,4,1969
11,69,8,2,3050,5956,U,10I,0g,3U,So,1,2,1,,55,,245,67,,1,779,49,10,7,2,4,1969
11,69,11,6,454,5957,V,10H,5g,3U,So,5,1,,3,75,,355,63,,1,2264,74,15,11,1,4,1969
11,69,11,7,455,5958,U,10H,5g,3U,So,0,1,,3,52,,355,68,,1,440,75,15,11,1,4,1969
11,69,13,7,1338,5959,K,10I,0g,3U,So,1,2,5,,69,,245,67,,1,819,89,18,13,2,4,1969
11,69,10,7,909,5960,G,12I,1f,3U,Up,2,2,5,,70,,434,66,,1,1163,68,14,10,2,4,1969
11,69,13,6,1712,5961,S,10I,7a,3U,So,4,1,,3,82,,444,64,,1,1913,88,18,13,1,4,1969
11,69,10,3,137,5962,V,11I,2b,3U,Up,2,2,5,,,,89,66,,1,1159,64,13,10,2,4,1969
11,69,13,2,2201,5963,V,11I,4c,3U,Up,2,2,5,,,,89,66,,1,1179,84,17,12,2,4,1969
11,69,11,7,3051,5964,U,09H,7f,3U,So,4,1,,,,,117,64,,1,1900,75,15,11,1,4,1969
11,69,5,7,835,5965,X,19E,0g,1L,Ja,0,1,,3,53,,133,68,,1,398,33,7,5,1,2,1969
11,69,6,0,3052,5966,X,19E,0g,1L,Ja,2,1,,3,69,,133,66,,1,1132,37,8,6,1,2,1969
11,69,6,4,738,5967,X,19E,3h,1L,Ja,1,1,,3,61,,133,67,,1,767,37,8,6,1,2,1969
11,69,12,6,3053,5968,V,11C,3i,2H,Vr,0,2,4,1,62,,427,68,,1,446,81,17,12,2,3,1969
11,69,13,1,3054,5969,K,11C,0i,2H,Vr,0,1,,3,68,,427,68,,1,448,83,17,12,1,3,1969
11,69,13,4,56,5970,V,10D,8h,2H,Vr,0,1,,3,56,,205,68,,1,451,86,18,13,1,3,1969
11,69,12,6,739,5971,X,18D,4c,1L,Hr,5,2,2,,54,,19,63,,1,2271,81,17,12,2,2,1969
11,69,13,5,612,5972,X,19D,5f,1L,Ja,0,2,5,1,43,,212,68,,1,452,87,18,13,2,2,1969
11,69,13,4,740,5973,X,18E,3f,1L,Ja,1,2,4,2,44,,297,67,,1,816,86,18,13,2,2,1969
11,69,13,4,251,5974,V,11F,8b,2H,Vs,1,1,,3,70,,272,67,,1,816,86,18,13,1,4,1969
11,69,11,5,355,5975,V,11F,7h,2H,Vs,5,2,4,1,55,,272,63,,1,2263,73,15,11,2,4,1969
11,69,11,3,910,5976,F,11F,8b,2H,Vs,3,1,,3,60,,272,65,,1,1531,71,15,11,1,4,1969
11,69,13,6,836,5977,S,10H,7e,3U,So,1,2,5,,66,,382,67,,1,818,88,18,13,2,4,1969
11,69,13,3,2202,5978,V,12I,6f,3U,Up,0,2,4,1,50,,24,68,,1,450,85,17,13,2,4,1969
11,69,13,3,2335,5979,V,12I,6f,3U,Up,0,1,,3,51,,24,68,,1,450,85,17,13,1,4,1969
11,69,13,1,741,5980,F,12I,6f,3U,Up,0,2,1,,40,,24,68,,1,448,83,17,12,2,4,1969
11,69,13,4,2336,5981,V,11E,8d,2H,Vr,3,2,4,1,,,162,65,,1,1546,86,18,13,2,3,1969
11,69,13,6,456,5982,V,10C,8i,2H,Vr,4,2,5,,76,,151,64,,1,1913,88,18,13,2,3,1969
11,69,13,4,2337,5983,V,10G,1g,3U,So,2,2,5,,72,,124,66,,1,1181,86,18,13,2,4,1969
11,69,13,6,911,5984,K,10G,1g,3U,So,0,2,5,,60,,124,68,,1,453,88,18,13,2,4,1969
11,69,12,6,252,5985,V,19G,1e,1L,Ja,2,2,5,,65,,271,66,,1,1176,81,17,12,2,2,1969
11,69,13,6,742,5986,X,16E,6g,1L,Hr,1,1,,3,55,,103,67,,1,818,88,18,13,1,2,1969
11,69,13,6,253,5987,V,11D,2d,2H,Vr,2,1,,3,,,366,66,,1,1183,88,18,13,1,3,1969
11,69,13,6,2338,5988,V,11D,2d,2H,Vr,1,1,,3,80,,366,67,,1,818,88,18,13,1,3,1969
11,69,13,5,613,5989,V,11C,0b,2H,Vr,2,2,4,1,50,,187,66,,1,1182,87,18,13,2,3,1969
11,69,13,3,57,5990,V,12F,6b,2H,Dr,1,2,5,,64,,184,67,,1,815,85,17,13,2,3,1969
11,69,13,6,58,5991,V,12F,6b,2H,Dr,0,2,4,2,52,,184,68,,1,453,88,18,13,2,3,1969
11,69,12,6,59,5992,V,09F,9g,3U,Na,2,1,,3,73,,369,66,,1,1176,81,17,12,1,4,1969
11,69,12,7,138,5993,V,09F,9g,3U,Na,0,1,,3,61,,369,68,,1,447,82,17,12,1,4,1969
11,69,13,1,254,5994,V,09F,8f,3U,Na,2,2,5,,79,,369,66,,1,1178,83,17,12,2,4,1969
11,69,13,7,2124,5995,V,11E,3f,2H,Vs,2,1,,3,56,,156,66,,1,1184,89,18,13,1,4,1969
11,69,13,4,2203,5996,V,10E,7f,2H,Vr,2,2,5,,48,,249,66,,1,1181,86,18,13,2,3,1969
11,69,13,5,2204,5997,V,10E,7f,2H,Vr,2,2,4,2,53,,249,66,,1,1182,87,18,13,2,3,1969
11,69,13,6,614,5998,X,20E,4c,1L,Ja,1,2,2,,,,458,67,,1,818,88,18,13,2,2,1969
11,69,13,7,837,5999,X,18F,0c,1L,Ja,1,2,4,1,54,,102,67,,1,819,89,18,13,2,2,1969
11,69,12,4,3055,6000,V,19E,6a,1L,Ja,3,2,3,1,,,340,65,,1,1539,79,16,12,2,2,1969
11,69,12,2,3056,6001,V,19E,6a,1L,Ja,2,2,4,1,,,340,66,,1,1172,77,16,11,2,2,1969
11,69,12,1,356,6002,V,29J,6e,1L,Lp,2,1,,,46,,167,66,,1,1171,76,16,11,1,2,1969
11,69,10,4,139,6003,V,29J,6e,1L,Lp,1,1,,3,59,,167,67,,1,795,65,13,10,1,2,1969
11,69,12,4,357,6004,V,29J,6e,1L,Lp,1,2,4,1,42,,167,67,,1,809,79,16,12,2,2,1969
11,69,11,5,255,6005,V,29J,6e,1L,Lp,4,1,,3,62,,167,64,,1,1898,73,15,11,1,2,1969
11,69,14,6,530,6006,S,12I,9j,3U,Up,0,1,,3,59,,192,68,,1,460,95,19,14,1,4,1969
11,69,12,7,3057,6007,U,11I,3h,3U,Up,1,1,,3,,,373,67,,1,812,82,17,12,1,4,1969
11,69,15,1,3058,6008,T,11I,0h,3U,Up,0,1,,3,,,373,68,,1,462,97,20,14,1,4,1969
11,69,10,1,2125,6009,V,12D,2h,2H,Vr,3,2,,,46,,391,65,,1,1522,62,13,9,2,3,1969
11,69,13,1,1858,6010,V,12D,2h,2H,Vr,2,1,,,46,,391,66,,1,1178,83,17,12,1,3,1969
11,69,13,5,2050,6011,V,12D,2h,2H,Vr,7,2,5,,73,,391,61,,1,3007,87,18,13,2,3,1969
11,69,14,1,2339,6012,V,12D,2h,2H,Vr,4,1,,3,55,,391,64,,1,1915,90,18,13,1,3,1969
11,69,13,5,2126,6013,V,12D,2h,2H,Vr,3,2,4,1,46,,391,65,,1,1547,87,18,13,2,3,1969
11,69,15,6,615,6014,S,10I,9i,3U,Up,1,1,,3,86,,7,67,,1,832,102,21,15,1,4,1969
11,69,7,6,838,6015,X,20E,4c,1L,Ja,2,1,,,,,458,66,,1,1141,46,10,7,1,2,1969
11,69,7,6,839,6016,X,20E,4c,1L,Ja,1,1,,,,,458,67,,1,776,46,10,7,1,2,1969
11,69,11,6,743,6017,X,20E,4c,1L,Ja,2,2,,,,,458,66,,1,1169,74,15,11,2,2,1969
11,69,15,4,1339,6018,S,08F,3j,3U,Og,0,1,,2,66,,196,68,,1,465,100,20,15,1,5,1969
11,69,14,4,1259,6019,G,20E,4c,1L,Ja,1,1,,3,80,,458,67,,1,823,93,19,14,1,2,1969
11,69,15,1,2340,6020,V,09F,2e,3U,Og,1,2,5,,,50,43,67,,1,827,97,20,14,2,5,1969
11,69,13,1,1057,6021,K,08G,9i,3U,Og,0,1,,3,,55,43,68,,1,448,83,17,12,1,5,1969
11,69,14,1,2205,6022,V,09G,1a,3U,Og,0,2,5,,,62,43,68,,1,455,90,18,13,2,5,1969
11,69,13,7,2127,6023,V,09F,5h,3U,Og,7,2,4,1,,46,43,61,,1,3009,89,18,13,2,5,1969
11,69,14,1,0,6024,V,09G,1a,3U,Og,0,1,,3,,63,43,68,,1,455,90,18,13,1,5,1969
11,69,13,7,2128,6025,V,12D,2h,2H,Vr,1,2,5,,44,,391,67,,1,819,89,18,13,2,3,1969
11,69,13,5,2206,6026,V,12D,2h,2H,Vr,2,2,4,1,45,,391,66,,1,1182,87,18,13,2,3,1969
11,69,13,3,2341,6027,V,12D,2h,2H,Vr,1,2,5,,45,,391,67,,1,815,85,17,13,2,3,1969
11,69,13,5,2342,6028,V,12D,2h,2H,Vr,2,1,,3,63,,391,66,,1,1182,87,18,13,1,3,1969
11,69,13,5,2129,6029,V,12D,2h,2H,Vr,0,1,,3,67,,391,68,,1,452,87,18,13,1,3,1969
11,69,13,5,2207,6030,V,12H,3f,3U,Up,1,2,1,,69,,4,67,,1,817,87,18,13,2,4,1969
11,69,13,5,2208,6031,V,11I,6h,3U,Up,1,2,4,1,63,,4,67,,1,817,87,18,13,2,4,1969
11,69,13,2,2051,6032,V,12H,7h,3U,Up,3,2,5,,79,,4,65,,1,1544,84,17,12,2,4,1969
11,69,14,1,140,6033,V,12H,3f,3U,Up,2,1,,3,82,,4,66,,1,1185,90,18,13,1,4,1969
11,69,14,1,2130,6034,V,11H,9f,3U,Up,1,2,5,,56,,4,67,,1,820,90,18,13,2,4,1969
11,69,14,2,840,6035,F,11H,9f,3U,Up,4,2,4,1,57,,4,64,,1,1916,91,19,13,2,4,1969
11,69,13,4,2052,6036,V,09I,9b,3U,So,0,2,,,57,,343,68,,1,451,86,18,13,2,4,1969
11,69,12,7,1,6037,F,09I,9b,3U,So,3,2,5,,60,,343,65,,1,1542,82,17,12,2,4,1969
11,69,12,4,3059,6038,F,09I,9b,3U,So,0,1,,3,55,,343,68,,1,444,79,16,12,1,4,1969
11,69,11,1,3000,6039,F,09I,9b,3U,So,0,1,,3,57,,343,68,,1,434,69,14,10,1,4,1969
11,69,12,6,3001,6040,F,09I,9b,3U,So,0,2,5,,63,,343,68,,1,446,81,17,12,2,4,1969
11,69,12,5,2343,6041,V,12C,5e,2H,Vr,0,2,5,,,,295,68,,1,445,80,16,12,2,3,1969
11,69,14,1,2344,6042,V,12C,5e,2H,Vr,2,2,2,,48,,295,66,,1,1185,90,18,13,2,3,1969
11,69,13,2,141,6043,V,12C,5e,2H,Vr,2,2,4,3,54,,295,66,,1,1179,84,17,12,2,3,1969
11,69,14,1,2209,6044,V,12C,5e,2H,Vr,1,2,5,,45,,295,67,,1,820,90,18,13,2,3,1969
11,69,12,1,2345,6045,V,11D,3h,2H,Vr,3,1,,3,62,,170,65,,1,1536,76,16,11,1,3,1969
11,69,11,7,1944,6046,F,11D,3h,2H,Vr,0,1,,3,68,,170,68,,1,440,75,15,11,1,3,1969
11,69,13,6,142,6047,U,12C,5e,2H,Vr,2,1,,3,68,,295,66,,1,1183,88,18,13,1,3,1969
11,69,11,7,2346,6048,V,09F,2e,3U,Og,2,2,5,,,57,43,66,,1,1170,75,15,11,2,5,1969
11,69,12,1,2347,6049,V,09F,2e,3U,Og,3,1,,3,,57,43,65,,1,1536,76,16,11,1,5,1969
11,69,13,1,2210,6050,V,09F,2e,3U,Og,1,1,,3,,58,43,67,,1,813,83,17,12,1,5,1969
11,69,13,6,2131,6051,V,09F,2e,3U,Og,0,1,,3,,58,43,68,,1,453,88,18,13,1,5,1969
11,69,13,6,2,6052,V,09F,2e,3U,Og,3,2,5,,,60,43,65,,1,1548,88,18,13,2,5,1969
11,69,12,6,841,6053,K,09F,2e,3U,Og,0,1,,3,,55,43,68,,1,446,81,17,12,1,5,1969
11,69,12,6,912,6054,K,09F,2e,3U,Og,1,1,,3,,61,43,67,,1,811,81,17,12,1,5,1969
11,69,12,6,913,6055,K,09F,2e,3U,Og,1,2,4,1,,47,43,67,,1,811,81,17,12,2,5,1969
11,69,13,7,3,6056,V,09F,5h,3U,Og,0,2,5,,,54,43,68,,1,454,89,18,13,2,5,1969
11,69,14,3,1859,6057,S,10I,1b,3U,So,3,2,5,,60,,206,65,,1,1552,92,19,14,2,4,1969
11,69,13,5,4,6058,V,10I,1b,3U,So,0,1,,3,57,,206,68,,1,452,87,18,13,1,4,1969
11,69,13,5,143,6059,V,10I,1b,3U,So,1,2,5,,64,,206,67,,1,817,87,18,13,2,4,1969
11,69,13,1,2348,6060,V,10I,1b,3U,So,0,2,5,,57,,206,68,,1,448,83,17,12,2,4,1969
11,69,13,2,1945,6061,S,10I,1b,3U,So,0,2,,,51,,206,68,,1,449,84,17,12,2,4,1969
11,69,14,7,616,6062,S,10I,9i,3U,Up,0,1,,3,60,,7,68,,1,461,96,20,14,1,4,1969
11,69,10,3,3002,6063,F,09I,9b,3U,So,6,1,,3,75,,343,62,,1,2619,64,13,10,1,4,1969
11,69,8,7,1152,6064,S,30K,3d,1L,Lp,3,1,,3,,46,238,65,,1,1514,54,11,8,1,2,1969
11,69,10,5,1340,6065,+,09I,9b,3U,So,5,2,4,1,53,,343,63,,1,2256,66,14,10,2,4,1969
11,69,11,3,2211,6066,V,10D,6d,2H,Vr,0,1,,3,57,,170,68,,1,436,71,15,11,1,3,1969
11,69,11,4,358,6067,V,11C,1j,2H,Vr,2,2,5,,63,,170,66,,1,1167,72,15,11,2,3,1969
11,69,12,1,256,6069,V,11D,3h,2H,Vr,1,1,,3,62,,170,67,,1,806,76,16,11,1,3,1969
11,69,7,1,531,6070,V,29L,6f,1L,Lp,0,2,1,,40,,388,68,,1,406,41,9,6,2,2,1969
11,69,11,4,1200,6071,T,29L,6f,1L,Lp,1,1,,3,35,,388,67,,1,802,72,15,11,1,2,1969
11,69,8,6,359,6072,V,29L,6f,1L,Lp,1,2,1,,35,,388,67,,1,783,53,11,8,2,2,1969
11,68,52,3,144,6073,V,29L,6f,1L,Lp,2,2,1,,30,,388,66,,1,1090,360,72,52,2,2,1968
11,69,14,4,914,6074,F,10H,1g,3U,So,0,1,,3,55,,138,68,,1,458,93,19,14,1,4,1969
11,69,14,5,744,6075,S,10E,7c,2H,Vr,2,2,5,,61,,46,66,,1,1189,94,19,14,2,3,1969
11,69,14,3,1946,6076,S,10I,2j,3U,So,3,2,5,,52,,256,65,,1,1552,92,19,14,2,4,1969
11,69,13,6,1713,6077,S,02D,9f,4S,Sk,0,1,,3,78,,278,68,,1,453,88,18,13,1,5,1969
11,69,14,2,1341,6078,D,02D,8c,4S,Sk,0,1,,3,87,,278,68,,1,456,91,19,13,1,5,1969
11,69,14,4,257,6079,V,19G,1e,1L,Ja,2,1,,3,,,271,66,,1,1188,93,19,14,1,2,1969
11,69,14,6,3003,6080,F,09I,9b,3U,So,2,2,7,,58,,343,66,,1,1190,95,19,14,2,4,1969
11,69,14,4,2212,6081,V,10E,7f,2H,Vr,1,2,5,,38,,249,67,,1,823,93,19,14,2,3,1969
11,69,14,3,1613,6082,S,13D,0c,2H,Vr,2,2,4,1,50,,57,66,,1,1187,92,19,14,2,3,1969
11,69,14,2,1614,6083,G,11C,6j,2H,Vr,0,2,5,,53,,288,68,,1,456,91,19,13,2,3,1969
11,69,14,6,145,6084,V,11C,6j,2H,Vr,2,2,5,,53,,288,66,,1,1190,95,19,14,2,3,1969
11,69,14,3,617,6085,F,19E,4a,1L,Ja,2,1,,3,62,,342,66,,1,1187,92,19,14,1,2,1969
11,69,15,2,532,6086,S,09H,4c,3U,So,0,2,5,,70,,125,68,,1,463,98,20,14,2,4,1969
11,69,14,4,5,6087,V,09H,4c,3U,So,0,1,,3,53,,125,68,,1,458,93,19,14,1,4,1969
11,69,14,4,258,6088,V,18G,7d,1L,Ja,2,2,,,,,307,66,,1,1188,93,19,14,2,2,1969
11,69,10,5,2213,6089,V,10I,0c,3U,So,1,1,,3,81,,254,67,,1,796,66,14,10,1,4,1969
11,69,11,3,1615,6090,S,10I,0c,3U,So,0,2,4,1,,,254,68,,1,436,71,15,11,2,4,1969
11,69,11,6,2214,6091,V,10I,0c,3U,So,0,2,5,,72,,254,68,,1,439,74,15,11,2,4,1969
11,69,12,4,1538,6092,S,10I,0c,3U,So,0,1,,3,73,,254,68,,1,444,79,16,12,1,4,1969
11,69,12,5,2349,6093,V,10I,0c,3U,So,1,2,5,,,,254,67,,1,810,80,16,12,2,4,1969
11,69,14,4,6,6094,V,10I,0c,3U,So,1,2,5,,75,,254,67,,1,823,93,19,14,2,4,1969
11,69,15,3,7,6095,V,10E,7f,2H,Vr,0,2,4,1,51,,249,68,,1,464,99,20,15,2,3,1969
11,69,10,8,3004,6096,V,18F,6a,1L,Ja,1,1,,,70,,52,67,,1,795,65,-9,-9,1,2,1969
11,68,40,9,3005,6097,V,18F,6a,1L,Ja,0,1,,,90,,52,68,,1,277,277,-9,-9,1,2,1968
11,68,40,9,3006,6098,V,18F,6a,1L,Ja,0,1,,,35,,52,68,,1,277,277,-9,-9,1,2,1968
11,69,9,6,3007,6099,X,18F,6a,1L,Ja,0,2,4,3,50,,52,68,,1,425,60,12,9,2,2,1969
11,68,40,9,3008,6100,V,18F,6a,1L,Ja,0,1,,,35,,52,68,,1,277,277,-9,-9,1,2,1968
11,69,9,7,3009,6101,X,18F,6a,1L,Ja,1,1,,,70,,52,67,,1,791,61,13,9,1,2,1969
11,69,15,6,842,6102,F,20E,0e,1L,Ja,0,2,5,,53,,403,68,,1,467,102,21,15,2,2,1969
11,69,6,5,3010,6103,T,12I,4c,3U,Up,2,2,3,1,58,,329,66,,1,1133,38,8,6,2,4,1969
11,69,6,2,259,6104,V,12I,4c,3U,Up,3,2,,,65,,329,65,,1,1495,35,7,5,2,4,1969
11,69,4,2,146,6105,V,12I,4c,3U,Up,0,1,,3,63,,329,68,,1,386,21,5,3,1,4,1969
11,69,10,3,8,6106,V,12I,4c,3U,Up,5,2,2,1,49,,329,63,,1,2254,64,13,10,2,4,1969
11,69,2,4,9,6107,V,12I,4c,3U,Up,3,2,,,63,,329,65,,1,1469,9,2,2,2,4,1969
11,69,14,2,1409,6108,D,10I,7b,3U,Up,0,2,6,1,58,,33,68,,1,456,91,19,13,2,4,1969
11,69,16,1,745,6109,F,18F,3f,1L,Ja,0,1,,3,62,,467,68,,1,469,104,21,15,1,2,1969
11,69,16,6,1616,6110,G,11H,8e,3U,Vs,0,2,7,,,,71,68,,1,474,109,22,16,2,4,1969
11,69,16,5,915,6111,S,10I,2j,3U,So,3,2,7,,49,,256,65,,1,1568,108,22,16,2,4,1969
11,69,16,6,1410,6112,G,11H,8e,3U,Vs,0,2,7,,,,71,68,,1,474,109,22,16,2,4,1969
11,69,16,1,3011,6113,T,09F,5h,3U,Og,0,2,5,,,48,43,68,,1,469,104,21,15,2,5,1969
11,69,16,4,457,6114,T,10E,1d,3U,Na,0,2,7,,57,,406,68,,1,472,107,22,16,2,4,1969
11,69,17,4,746,6116,F,10H,1g,3U,So,0,2,5,,50,,138,68,,1,479,114,23,17,2,4,1969
11,69,16,6,1800,6117,S,09I,9b,3U,So,0,1,,1,67,,343,68,,1,474,109,22,16,1,4,1969
11,69,16,2,843,6118,F,18F,3f,1L,Ja,2,1,,3,71,,467,66,,1,1200,105,21,15,1,2,1969
11,69,17,1,3012,6119,V,18F,6a,1L,Ja,0,1,,,70,,52,68,,1,476,111,23,16,1,2,1969
11,69,16,4,1201,6120,S,10I,1b,3U,So,0,2,6,1,62,,206,68,,1,472,107,22,16,2,4,1969
11,69,16,1,3013,6121,V,18F,6a,1L,Ja,2,2,5,,98,,52,66,,1,1199,104,21,15,2,2,1969
11,69,17,3,1058,6122,F,11E,8e,2H,Vr,2,2,5,,,,188,66,,1,1208,113,23,17,2,3,1969
11,69,7,6,916,6123,G,12I,4c,3U,Up,2,2,1,,49,,329,66,,1,1141,46,10,7,2,4,1969
11,68,50,2,1411,6124,D,12I,4c,3U,Up,0,2,1,,60,,329,68,,1,345,345,69,50,2,4,1968
11,69,13,2,10,6125,V,12D,4f,2H,Vr,0,2,4,1,57,,425,68,,1,449,84,17,12,2,3,1969
11,69,13,6,2350,6126,V,12D,4f,2H,Vr,2,1,,3,69,,425,66,,1,1183,88,18,13,1,3,1969
11,69,13,5,2351,6127,V,12D,4f,2H,Vr,6,2,5,,61,,425,62,,1,2642,87,18,13,2,3,1969
11,69,20,3,747,6128,F,10I,2j,3U,So,2,1,,1,76,,256,66,,1,1229,134,27,20,1,4,1969
11,69,6,6,1202,6129,S,11G,3b,3U,Vs,1,1,,3,83,,193,67,,1,769,39,8,6,1,4,1969
11,69,20,3,1153,6130,V,11G,3b,3U,Vs,2,2,7,,61,,193,66,,1,1229,134,27,20,2,4,1969
11,69,18,2,1412,6131,L,10H,1g,3U,So,4,2,7,,73,,138,64,,1,1944,119,24,17,2,4,1969
11,69,28,1,2054,6132,S,08G,2a,3U,Og,2,1,,1,69,,196,67,,1,918,188,38,27,1,5,1969
11,69,28,1,2055,6133,S,08G,2a,3U,Og,0,1,,1,37,,196,69,,1,188,188,38,27,1,5,1969
11,69,28,1,2056,6134,S,08G,2a,3U,Og,0,2,,,36,,196,69,,1,188,188,38,27,2,5,1969
11,69,29,3,533,6135,S,09H,4c,3U,So,1,2,1,,53,,125,68,,1,562,197,40,29,2,4,1969
