KT,Y,W,D,Time,Nr,Js,Rak1,Rak2,NyLskp,LSkp,Age,Sex,Bfas,Sp,Vikt1,Fvikt,Jnr,Bornyear,Fx,Frisk,Agedays,Dnr,5per,7per,Sex2
11,69,5,1,705,4864,X,18F,2g,1L,Ja,1,1,,3,,,115,67,,1,757,27,6,4,1
11,68,52,4,856,4865,X,18F,2g,1L,Ja,2,2,1,,,59,115,66,,1,1091,361,73,52,2
11,69,4,6,706,4866,X,18F,2g,1L,Ja,2,1,,3,,43,115,66,,1,1120,25,5,4,1
11,69,3,6,903,4867,K,02C,7i,4S,Sk,0,1,,3,81,,263,68,,1,383,18,4,3,1
11,69,4,3,1601,4868,G,02C,7i,4S,Sk,1,2,,,59,,263,67,,1,752,22,5,4,2
11,69,3,6,857,4869,K,02C,7i,4S,Sk,0,2,2,,71,,263,68,,1,383,18,4,3,2
11,69,3,6,1522,4870,G,02C,7i,4S,Sk,1,1,,3,76,,263,67,,1,748,18,4,3,1
11,69,3,6,3016,4871,K,02C,7i,4S,Sk,2,1,,3,93,,263,66,,1,1113,18,4,3,1
11,69,3,7,1602,4872,K,02C,7i,4S,Sk,0,1,,3,75,,263,68,,1,384,19,4,3,1
11,69,4,3,1603,4873,G,02C,7i,4S,Sk,0,1,,3,96,,263,68,,1,387,22,5,4,1
11,69,3,3,904,4874,X,19G,1e,1L,Ja,5,1,,3,64,,399,63,,1,2205,15,3,3,1
11,69,4,7,858,4875,X,19G,1e,1L,Ja,0,1,,3,63,,399,68,,1,391,26,6,4,1
11,69,4,3,707,4876,X,18F,0c,1L,Ja,1,1,,3,58,,102,67,,1,752,22,5,4,1
11,69,5,2,1700,4877,X,17E,7d,1L,Ja,2,1,,1,55,,321,66,,1,1123,28,6,4,1
11,69,4,6,905,4878,X,19F,2a,1L,Ja,1,1,,3,45,,451,67,,1,755,25,5,4,1
11,69,4,7,708,4879,X,18F,6a,1L,Ja,2,1,,,90,,52,66,,1,1121,26,6,4,1
11,69,4,7,859,4880,X,18F,6a,1L,Ja,4,1,,,100,,52,64,,1,1851,26,6,4,1
11,69,4,7,637,4881,X,18F,6a,1L,Ja,0,1,,,65,,52,68,,1,391,26,6,4,1
11,69,5,2,709,4882,X,18F,6a,1L,Ja,1,2,1,,50,,52,67,,1,758,28,6,4,2
11,69,4,3,710,4883,X,18F,6a,1L,Ja,2,2,1,,60,,52,66,,1,1117,22,5,4,2
11,69,4,7,800,4884,X,18E,9j,1L,Ja,3,2,1,,44,,225,65,,1,1486,26,6,4,2
11,69,2,6,801,4885,X,18E,9j,1L,Ja,0,2,1,,44,,225,68,,1,376,11,3,2,2
11,69,3,3,802,4886,X,18E,9j,1L,Ja,0,2,1,,44,,225,68,,1,380,15,3,3,2
11,69,4,4,803,4887,X,18E,9j,1L,Ja,0,1,,3,62,,225,68,,1,388,23,5,4,1
11,69,1,4,906,4888,X,17D,5g,1L,Hr,2,2,1,,51,,106,66,,1,1097,2,1,1,2
11,69,2,2,907,4889,X,17D,5g,1L,Hr,2,2,1,,57,,106,66,,1,1102,7,2,1,2
11,69,4,5,804,4890,X,17D,5g,1L,Hr,2,2,1,,47,,106,66,,1,1119,24,5,4,2
11,69,4,7,908,4891,X,17D,5g,1L,Hr,2,2,1,,50,,106,66,,1,1121,26,6,4,2
11,69,5,1,711,4892,F,09I,9b,3U,So,0,2,1,,53,,343,68,,1,392,27,6,4,2
11,69,3,7,1018,4893,F,09I,9b,3U,So,0,1,,3,58,,343,68,,1,384,19,4,3,1
11,69,4,4,805,4894,F,09I,9b,3U,So,0,1,,3,62,,343,68,,1,388,23,5,4,1
11,69,4,2,806,4895,F,09I,9b,3U,So,0,1,,3,66,,343,68,,1,386,21,5,3,1
11,69,4,7,807,4896,X,17E,7d,1L,Ja,0,2,1,,43,,321,68,,1,391,26,6,4,2
11,68,51,7,1131,4897,D,10E,8j,2H,Vs,2,1,,1,,56,185,66,,1,1087,357,72,51,1
11,69,4,2,8,4898,V,10E,8j,2H,Vs,2,1,,3,,61,185,66,,1,1116,21,5,3,1
11,69,5,2,2334,4899,V,10H,5g,3U,So,1,1,,3,60,,382,67,,1,758,28,6,4,1
11,69,4,4,909,4900,D,10H,7e,3U,So,0,1,,3,72,,382,68,,1,388,23,5,4,1
11,69,5,3,1701,4901,X,17D,4i,1L,Hr,1,1,,3,60,,222,67,,1,759,29,6,5,1
11,69,5,2,209,4902,V,12I,8h,3U,Up,0,2,1,,50,,26,68,,1,393,28,6,4,2
11,69,5,2,910,4903,F,10G,4d,3U,So,1,1,,3,,,27,67,,1,758,28,6,4,1
11,68,26,1,2335,4904,T,20F,6h,1L,Ja,3,1,,,,,313,64,,1,1636,176,36,26,1
11,69,5,2,638,4905,X,18E,3d,1L,Ja,1,1,,3,51,,470,67,,1,758,28,6,4,1
11,69,4,2,639,4906,X,18E,3d,1L,Ja,2,1,,3,70,,470,66,,1,1116,21,5,3,1
11,69,4,6,640,4907,X,18E,3d,1L,Ja,1,2,1,,51,,470,67,,1,755,25,5,4,2
11,69,5,3,555,4908,X,18E,3d,1L,Ja,2,1,,3,71,,470,66,,1,1124,29,6,5,1
11,69,5,4,135,4909,V,11C,8a,2H,Vr,2,2,1,,60,,397,66,,1,1125,30,6,5,2
11,69,5,4,136,4910,V,11C,8a,2H,Vr,1,1,,3,71,,397,67,,1,760,30,6,5,1
11,69,5,3,911,4911,S,02D,2d,4S,Sk,2,1,,3,84,,60,66,,1,1124,29,6,5,1
11,69,5,3,912,4912,S,02D,2d,4S,Sk,1,1,,3,92,,60,67,,1,759,29,6,5,1
11,69,1,3,1245,4913,G,02D,2d,4S,Sk,1,1,,3,97,,60,67,,1,731,1,1,1,1
11,68,52,3,1019,4914,D,02D,2d,4S,Sk,3,2,,,76,,60,65,,1,1455,360,72,52,2
11,69,4,4,913,4915,K,02D,3g,4S,Sk,0,1,,3,93,,274,68,,1,388,23,5,4,1
11,69,4,5,1246,4916,D,02D,3h,4S,Sk,1,1,,3,97,,274,67,,1,754,24,5,4,1
11,69,4,5,1132,4917,D,02D,3h,4S,Sk,0,2,,,62,,274,68,,1,389,24,5,4,2
11,69,3,6,712,4918,X,18F,3f,1L,Ja,1,2,1,,61,,467,67,,1,748,18,4,3,2
11,69,5,1,808,4919,D,18F,3f,1L,Ja,0,2,1,,63,,467,68,,1,392,27,6,4,2
11,69,5,1,1604,4920,S,02D,3h,4S,Sk,0,1,,3,91,,274,68,,1,392,27,6,4,1
11,69,4,7,1020,4921,D,01D,9j,4S,Sk,0,2,1,,60,,402,68,,1,391,26,6,4,2
11,69,5,5,713,4922,X,18F,3c,1L,Ja,0,1,,3,58,,35,68,,1,396,31,7,5,1
11,69,4,5,809,4923,X,19F,5d,1L,Ja,,1,,3,52,,316,-1,,1,,24,5,4,1
11,69,4,7,714,4924,X,18F,5c,1L,Ja,1,1,,3,61,,420,67,,1,756,26,6,4,1
11,69,5,3,9,4925,V,12F,6b,2H,Dr,0,1,,3,58,,184,68,,1,394,29,6,5,1
11,69,5,4,2155,4926,V,11E,3f,2H,Vs,1,2,,,60,,172,67,,1,760,30,6,5,2
11,69,5,2,641,4927,X,18F,5c,1L,Ja,1,2,1,,43,,420,67,,1,758,28,6,4,2
11,69,3,6,2249,4928,V,11D,2d,2H,Vr,3,2,1,,58,,366,65,,1,1478,18,4,3,2
11,69,5,3,2250,4929,V,11D,2d,2H,Vr,0,2,1,,61,,366,68,,1,394,29,6,5,2
11,69,4,7,1306,4930,D,10D,9d,2H,Vr,3,1,,3,63,,366,65,,1,1486,26,6,4,1
11,69,5,4,914,4931,D,09F,9g,3U,Na,0,2,1,,65,,369,68,,1,395,30,6,5,2
11,69,3,5,1021,4932,G,09F,9g,3U,Na,0,1,,3,56,,369,68,,1,382,17,4,3,1
11,69,3,2,1439,4933,D,09F,8f,3U,Na,0,1,,3,56,,369,68,,1,379,14,3,2,1
11,69,3,5,1133,4934,G,09F,9g,3U,Na,0,1,,3,64,,369,68,,1,382,17,4,3,1
11,69,4,5,1022,4935,G,09F,8f,3U,Na,0,1,,3,66,,369,68,,1,389,24,5,4,1
11,69,4,2,137,4936,V,09F,8f,3U,Na,0,2,1,,53,,369,68,,1,386,21,5,3,2
11,69,4,1,915,4937,G,09F,8f,3U,Na,0,1,,3,62,,369,68,,1,385,20,4,3,1
11,69,3,1,210,4938,V,09F,8f,3U,Na,0,2,,,56,,369,68,,1,378,13,3,2,2
11,69,3,2,916,4939,D,09F,8f,3U,Na,0,1,,3,63,,369,68,,1,379,14,3,2,1
11,69,5,4,138,4940,V,11F,5f,2H,Vs,0,2,2,,52,,410,68,,1,395,30,6,5,2
11,69,5,5,3017,4941,V,11F,3d,2H,Vs,1,2,1,,50,,410,67,,1,761,31,7,5,2
11,69,5,5,3018,4942,T,11F,2f,2H,Vs,0,1,,3,,,410,68,,1,396,31,7,5,1
11,69,5,6,10,4943,V,11F,2d,2H,Vs,2,2,3,,61,,410,66,,1,1127,32,7,5,2
11,69,4,2,1605,4944,F,11H,3i,3U,Up,0,2,1,,55,,4,68,,1,386,21,5,3,2
11,69,4,3,2156,4945,V,12H,3f,3U,Up,3,1,,,80,,4,65,,1,1482,22,5,4,1
11,69,4,4,2336,4946,V,12H,3f,3U,Up,2,2,1,,65,,4,66,,1,1118,23,5,4,2
11,69,5,1,1247,4947,D,11I,8a,3U,Up,0,2,2,,60,,4,68,,1,392,27,6,4,2
11,69,4,1,11,4948,V,12H,3f,3U,Up,0,1,,3,70,,4,68,,1,385,20,4,3,1
11,69,4,3,2251,4949,V,12H,3f,3U,Up,0,1,,3,75,,4,68,,1,387,22,5,4,1
11,69,5,7,1702,4950,V,09I,7e,3U,So,0,2,2,,,55,126,68,,1,398,33,7,5,2
11,69,3,8,3019,4951,U,12I,9j,3U,Up,0,1,,,,75,192,68,,1,381,16,-9,-9,1
11,69,3,8,3020,4952,U,12I,9j,3U,Up,0,1,,3,,75,192,68,,1,381,16,-9,-9,1
11,69,3,8,3021,4953,U,12I,9j,3U,Up,0,1,,,,72,192,68,,1,381,16,-9,-9,1
11,69,3,8,3022,4954,U,12I,9j,3U,Up,0,1,,,,75,192,68,,1,381,16,-9,-9,1
11,69,5,5,2157,4955,V,10G,4d,3U,So,2,2,4,,,,27,66,,1,1126,31,7,5,2
11,69,6,1,810,4956,X,19F,6b,1L,Ja,2,2,1,,53,,461,66,,1,1129,34,7,5,2
11,69,2,5,811,4957,X,18F,3f,1L,Ja,2,1,,1,89,,467,66,,1,1105,10,2,2,1
11,69,5,7,715,4958,X,18E,2h,1L,Ja,2,1,,3,77,,268,66,,1,1128,33,7,5,1
11,69,5,5,2337,4959,V,10D,8g,2H,Vr,0,1,,3,64,,144,68,,1,396,31,7,5,1
11,69,5,5,917,4960,D,09G,7h,3U,So,0,1,,3,75,,400,68,,1,396,31,7,5,1
11,69,5,5,2252,4961,V,10H,1b,3U,So,0,1,,3,77,,400,68,,1,396,31,7,5,1
11,69,4,7,918,4962,X,17F,5a,1L,Ja,1,2,1,,69,,311,67,,1,756,26,6,4,2
11,69,4,1,716,4963,X,17F,5a,1L,Ja,4,1,,3,85,,311,64,,1,1845,20,4,3,1
11,69,5,3,717,4964,X,17F,5a,1L,Ja,3,2,1,,49,,311,65,,1,1489,29,6,5,2
11,69,5,4,2039,4965,X,17F,5a,1L,Ja,5,2,1,,60,,311,63,,1,2220,30,6,5,2
11,69,5,6,12,4966,V,11C,6j,2H,Vr,4,1,,3,82,,288,64,,1,1857,32,7,5,1
11,68,50,3,2158,4967,V,19G,1e,1L,Ja,1,2,1,,46,,271,67,1,1,711,346,70,50,2
11,69,2,2,2338,4968,V,19G,1e,1L,Ja,0,1,,2,56,,271,68,,1,372,7,2,1,1
11,68,49,5,139,4969,V,19G,1e,1L,Ja,0,1,,1,63,,271,68,,1,341,341,69,49,1
11,68,49,4,2253,4970,V,19G,1e,1L,Ja,0,2,1,,61,,271,68,,1,340,340,68,49,2
11,68,46,6,140,4971,V,19G,1e,1L,Ja,0,1,,1,55,,271,68,,1,321,321,65,46,1
11,68,46,5,2159,4972,V,19G,1e,1L,Ja,0,1,,1,58,,271,68,,1,320,320,64,46,1
11,68,45,1,141,4973,V,19G,1e,1L,Ja,0,1,,1,71,,271,68,,1,309,309,62,45,1
11,69,3,1,441,4974,V,12C,5e,2H,Vr,2,1,,2,58,,295,66,,1,1108,13,3,2,1
11,69,3,8,3023,4975,V,12C,5e,2H,Vr,3,2,,,,,295,65,,1,1476,16,-9,-9,2
11,69,2,1,211,4976,V,12C,5e,2H,Vr,5,2,1,,56,,295,63,,1,2196,6,2,1,2
11,69,2,4,1134,4977,V,12C,5e,2H,Vr,0,1,,1,45,,295,68,,1,374,9,2,2,1
11,69,1,4,142,4978,V,12C,5e,2H,Vr,0,2,1,,51,,295,68,,1,367,2,1,1,2
11,69,4,3,143,4979,V,12C,5e,2H,Vr,0,2,1,,51,,295,68,,1,387,22,5,4,2
11,69,3,6,212,4980,V,12C,5e,2H,Vr,1,2,1,,52,,295,67,,1,748,18,4,3,2
11,69,5,3,2040,4981,V,10E,7f,2H,Vr,5,2,1,,63,,249,63,,1,2219,29,6,5,2
11,69,4,7,2339,4982,V,10E,7f,2H,Vr,3,2,1,,57,,249,65,,1,1486,26,6,4,2
11,69,5,4,213,4983,V,11F,8b,2H,Vs,5,2,1,,55,,272,63,,1,2220,30,6,5,2
11,69,2,1,919,4984,K,03C,3e,4S,Sk,0,2,2,,62,,322,68,,1,371,6,2,1,2
11,68,51,7,1606,4985,L,03C,3e,4S,Sk,0,2,1,,65,,322,68,,1,357,357,72,51,2
11,69,5,6,1607,4986,L,03C,3e,4S,Sk,0,2,2,1,75,,322,68,,1,397,32,7,5,2
11,69,5,3,2041,4987,T,18F,9a,1L,Ja,0,1,,3,64,,211,68,,1,394,29,6,5,1
11,69,5,1,812,4988,X,19E,2h,1L,Ja,2,2,1,,75,,211,66,,1,1122,27,6,4,2
11,69,6,1,642,4989,F,19E,5g,1L,Ja,2,2,1,,31,,211,66,,1,1129,34,7,5,2
11,69,1,5,3024,4990,T,11G,3b,3U,Vs,0,1,,3,69,,193,68,,1,368,3,1,1,1
11,69,5,7,144,4991,V,11G,3b,3U,Vs,2,1,,3,103,,193,66,,1,1128,33,7,5,1
11,69,6,1,442,4992,V,11G,3b,3U,Vs,0,2,1,,54,,193,68,,1,399,34,7,5,2
11,69,5,2,2254,4993,V,11G,3b,3U,Vs,3,2,2,,71,,193,65,,1,1488,28,6,4,2
11,69,6,1,145,4994,V,11C,8a,2H,Vr,1,1,,3,60,,397,67,,1,764,34,7,5,1
11,69,6,1,146,4995,V,11C,8a,2H,Vr,6,2,3,1,65,,397,62,,1,2589,34,7,5,2
11,69,5,5,2340,4996,V,10D,8h,2H,Vr,0,1,,3,67,,205,68,,1,396,31,7,5,1
11,69,6,2,214,4997,V,11C,8a,2H,Vr,0,2,1,,51,,397,68,,1,400,35,7,5,2
11,69,5,2,2255,4998,V,10H,5g,3U,So,1,2,2,,59,,382,67,,1,758,28,6,4,2
11,69,5,4,2256,4999,V,10H,7e,3U,So,0,1,,3,57,,382,68,,1,395,30,6,5,1
11,69,5,7,920,5000,D,10H,7e,3U,So,0,2,2,,65,,382,68,,1,398,33,7,5,2
11,69,6,1,2257,5001,V,10H,7e,3U,So,2,1,,3,78,,382,66,,1,1129,34,7,5,1
11,69,5,7,1135,5002,D,10H,7e,3U,So,2,1,,3,84,,382,66,,1,1128,33,7,5,1
11,69,5,7,1023,5003,K,11D,3h,2H,Vr,2,2,2,1,60,,10,66,,1,1128,33,7,5,2
11,69,6,2,13,5004,V,11D,3h,2H,Vr,0,1,,3,71,,10,68,,1,400,35,7,5,1
11,69,6,1,14,5005,V,11D,3h,2H,Vr,2,2,,,58,,10,66,,1,1129,34,7,5,2
11,69,5,1,2100,5006,V,11D,3h,2H,Vr,0,2,,,59,,10,68,,1,392,27,6,4,2
11,69,5,1,2258,5007,V,11D,3h,2H,Vr,0,1,,3,78,,10,68,,1,392,27,6,4,1
11,69,1,4,2101,5008,V,10G,1g,3U,So,4,1,,3,67,,124,64,,1,1827,2,1,1,1
11,69,5,7,332,5009,V,10G,1g,3U,So,0,1,,3,70,,124,68,,1,398,33,7,5,1
11,69,5,4,15,5010,V,10G,1g,3U,So,1,1,,3,71,,124,67,,1,760,30,6,5,1
11,69,6,2,718,5011,X,18F,3c,1L,Ja,2,1,,3,64,,35,66,,1,1130,35,7,5,1
11,69,6,2,3025,5012,X,18F,3c,1L,Ja,1,1,,3,61,,35,67,,1,765,35,7,5,1
11,69,2,5,1024,5013,X,19E,3i,1L,Ja,0,1,,3,60,,401,68,,1,375,10,2,2,1
11,69,6,1,1025,5014,X,19E,4j,1L,Ja,1,2,1,,51,,401,67,,1,764,34,7,5,2
11,69,6,1,921,5015,X,19E,4j,1L,Ja,0,2,1,,48,,401,68,,1,399,34,7,5,2
11,69,6,2,1026,5016,X,19E,4j,1L,Ja,3,2,1,,65,,401,65,,1,1495,35,7,5,2
11,69,5,1,1027,5017,D,19E,3i,1L,Ja,,2,1,,52,,401,-1,,1,,27,6,4,2
11,69,2,6,813,5018,X,18E,9j,1L,Ja,2,2,1,,60,,133,66,,1,1106,11,3,2,2
11,69,2,5,814,5019,X,18E,9j,1L,Ja,1,1,,3,56,,133,67,,1,740,10,2,2,1
11,69,3,6,719,5020,X,18E,9j,1L,Ja,0,1,,3,44,,133,68,,1,383,18,4,3,1
11,69,5,5,720,5021,X,19E,0h,1L,Ja,0,1,,3,48,,133,68,,1,396,31,7,5,1
11,69,3,5,815,5022,X,18E,9j,1L,Ja,0,1,,3,51,,133,68,,1,382,17,4,3,1
11,69,3,5,721,5023,X,18E,9j,1L,Ja,2,1,,3,59,,133,66,,1,1112,17,4,3,1
11,69,5,4,816,5024,X,19E,0h,1L,Ja,0,1,,3,64,,133,68,,1,395,30,6,5,1
11,69,6,2,1850,5025,T,11I,5i,3U,Up,2,1,,3,92,,121,66,,1,1130,35,7,5,1
11,69,6,2,3026,5026,V,11I,5i,3U,Up,0,2,2,1,,,121,68,,1,400,35,7,5,2
11,69,5,4,2259,5027,V,12H,3f,3U,Up,0,2,1,,55,,4,68,,1,395,30,6,5,2
11,69,5,3,215,5028,V,11H,9f,3U,Up,0,2,2,,60,,4,68,,1,394,29,6,5,2
11,69,5,7,2102,5029,V,11H,5i,3U,Up,0,2,2,,55,,4,68,,1,398,33,7,5,2
11,69,5,2,2200,5030,V,12H,3f,3U,Up,0,2,2,1,55,,4,68,,1,393,28,6,4,2
11,69,5,4,1028,5031,D,12I,2f,3U,Up,0,1,,3,75,,4,68,,1,395,30,6,5,1
11,69,5,7,1440,5032,D,11I,9c,3U,Up,4,1,,3,60,,4,64,,1,1858,33,7,5,1
11,69,5,2,2341,5033,V,12I,2f,3U,Up,0,2,1,,60,,4,68,,1,393,28,6,4,2
11,69,6,1,3027,5034,D,11H,5i,3U,Up,2,2,2,1,70,,4,66,,1,1129,34,7,5,2
11,69,6,3,643,5035,X,17D,4i,1L,Hr,1,1,,3,63,,222,67,,1,766,36,8,6,1
11,69,6,3,1307,5036,F,11F,8b,2H,Vs,5,1,,3,60,,272,63,,1,2226,36,8,6,1
11,69,5,5,817,5037,F,10H,1g,3U,So,0,1,,3,63,,138,68,,1,396,31,7,5,1
11,69,6,2,922,5038,X,18E,3f,1L,Ja,1,1,,3,52,,297,67,,1,765,35,7,5,1
11,69,6,2,818,5039,X,18E,3f,1L,Ja,0,1,,3,51,,297,68,,1,400,35,7,5,1
11,69,5,7,923,5040,X,18E,3f,1L,Ja,2,2,1,,52,,297,66,,1,1128,33,7,5,2
11,69,6,1,2201,5041,V,10G,4d,3U,So,0,2,1,,,,27,68,,1,399,34,7,5,2
11,69,6,2,16,5042,V,10G,4d,3U,So,0,1,,3,,,27,68,,1,400,35,7,5,1
11,69,6,1,1523,5043,D,10G,4d,3U,So,2,1,,3,,,27,66,,1,1129,34,7,5,1
11,69,6,3,819,5044,X,20F,6h,1L,Ja,1,2,1,,45,,313,67,,1,766,36,8,6,2
11,69,5,3,820,5045,X,20F,6h,1L,Ja,0,1,,1,55,,313,68,,1,394,29,6,5,1
11,69,5,5,216,5046,V,10D,6d,2H,Vr,0,1,,3,52,,170,68,,1,396,31,7,5,1
11,69,5,7,1136,5047,S,10D,9e,2H,Vr,0,1,,3,78,,170,68,,1,398,33,7,5,1
11,69,6,1,1939,5048,V,11D,0b,2H,Vr,2,2,,,53,,170,66,,1,1129,34,7,5,2
11,69,6,5,821,5049,X,19G,0c,1L,Ja,1,1,,1,73,,6,67,,1,768,38,8,6,1
11,69,5,7,443,5050,V,19D,5i,1L,Ja,2,2,1,,61,,220,66,,1,1128,33,7,5,2
11,69,6,2,722,5051,X,18E,2h,1L,Ja,2,2,1,,53,,268,66,,1,1130,35,7,5,2
11,69,6,4,723,5052,X,18E,2h,1L,Ja,2,2,1,,55,,268,66,,1,1132,37,8,6,2
11,69,5,3,2342,5053,V,11C,3i,2H,Vr,3,1,,,72,,427,65,,1,1489,29,6,5,1
11,69,5,6,333,5054,V,11C,1d,2H,Vr,0,1,,3,62,,427,68,,1,397,32,7,5,1
11,69,5,6,147,5055,V,11C,1i,2H,Vr,4,2,3,1,59,,427,64,,1,1857,32,7,5,2
11,69,5,6,217,5056,V,11C,1j,2H,Vr,4,1,,3,69,,427,64,,1,1857,32,7,5,1
11,69,5,7,2202,5057,V,11C,0i,2H,Vr,0,1,,,72,,427,68,,1,398,33,7,5,1
11,69,6,2,148,5058,V,11C,1j,2H,Vr,2,1,,,79,,427,66,,1,1130,35,7,5,1
11,69,5,5,2203,5059,V,12F,6b,2H,Dr,0,1,,3,51,,184,68,,1,396,31,7,5,1
11,69,5,5,2343,5060,V,12F,6b,2H,Dr,3,2,1,,54,,184,65,,1,1491,31,7,5,2
11,69,6,3,556,5061,X,18E,2d,1L,Ja,6,2,1,,46,,470,62,,1,2591,36,8,6,2
11,69,6,2,557,5062,X,18E,2d,1L,Ja,2,1,,3,52,,470,66,,1,1130,35,7,5,1
11,69,5,6,558,5063,X,18E,2d,1L,Ja,0,6,,,55,,470,68,,1,397,32,7,5,6
11,69,4,4,1248,5064,G,03C,6c,4S,Sk,0,1,,3,83,,2,68,,1,388,23,5,4,1
11,69,3,7,1441,5065,G,03C,6c,4S,Sk,0,1,,3,90,,2,68,,1,384,19,4,3,1
11,69,5,5,1442,5066,D,03C,6c,4S,Sk,0,1,,3,86,,2,68,,1,396,31,7,5,1
11,69,5,7,1308,5067,D,03C,6c,4S,Sk,0,1,,3,83,,2,68,,1,398,33,7,5,1
11,69,6,7,1309,5068,K,12H,3f,3U,Up,0,1,,3,57,,174,68,,1,405,40,8,6,1
11,69,6,7,644,5069,F,11F,5e,2H,Vs,1,2,4,3,66,,272,67,,1,770,40,8,6,2
11,69,5,6,149,5070,V,11I,4f,3U,Up,1,2,2,1,49,,23,67,,1,762,32,7,5,2
11,69,6,2,334,5071,V,11I,4f,3U,Up,0,1,,3,68,,23,68,,1,400,35,7,5,1
11,69,6,2,3028,5072,V,10I,1b,3U,So,1,2,1,,62,,206,67,,1,765,35,7,5,2
11,69,6,3,218,5073,V,10I,1b,3U,So,3,1,,3,80,,206,65,,1,1496,36,8,6,1
11,69,3,3,822,5074,X,20E,1j,1L,Ja,1,1,,,51,,108,67,,1,745,15,3,3,1
11,69,4,2,1029,5075,X,20E,1j,1L,Ja,1,1,,3,58,,108,67,,1,751,21,5,3,1
11,69,6,5,823,5076,F,09H,4c,3U,So,0,1,,3,60,,125,68,,1,403,38,8,6,1
11,69,6,2,1310,5077,D,09H,5c,3U,So,2,2,1,,61,,125,66,,1,1130,35,7,5,2
11,69,6,7,1311,5078,D,09H,4c,3U,So,2,1,,3,70,,125,66,,1,1135,40,8,6,1
11,69,5,6,2204,5079,V,11I,8e,3U,Up,6,1,,3,99,,370,62,,1,2587,32,7,5,1
11,69,6,6,1312,5080,G,10I,7h,3U,Up,0,1,,3,59,,76,68,,1,404,39,8,6,1
11,69,5,6,2205,5081,V,12H,3f,3U,Up,0,2,1,,55,,4,68,,1,397,32,7,5,2
11,69,5,3,2103,5082,V,12H,3f,3U,Up,4,2,3,1,60,,4,64,,1,1854,29,6,5,2
11,69,5,6,2104,5083,V,12H,3f,3U,Up,2,1,,3,90,,4,66,,1,1127,32,7,5,1
11,69,5,2,924,5084,D,12H,1j,3U,Up,0,1,,3,70,,4,68,,1,393,28,6,4,1
11,69,5,2,2105,5085,V,13H,3h,3U,Up,1,2,1,,50,,4,67,,1,758,28,6,4,2
11,69,6,1,2206,5086,V,11H,5i,3U,Up,6,2,2,,60,,4,62,,1,2589,34,7,5,2
11,69,5,6,2344,5087,V,12H,3f,3U,Up,2,1,,3,90,,4,66,,1,1127,32,7,5,1
11,69,4,7,17,5088,V,13H,3h,3U,Up,2,2,1,,60,,4,66,,1,1121,26,6,4,2
11,69,6,3,2106,5089,V,11H,5i,3U,Up,1,1,,3,70,,4,67,,1,766,36,8,6,1
11,69,5,5,2207,5090,V,11I,8b,3U,Up,0,2,1,,60,,4,68,,1,396,31,7,5,2
11,69,5,6,2208,5091,V,12H,3f,3U,Up,0,1,,3,60,,4,68,,1,397,32,7,5,1
11,69,6,4,2345,5092,V,11H,5i,3U,Up,0,1,,3,70,,4,68,,1,402,37,8,6,1
11,69,6,7,150,5093,V,11E,7g,2H,Vs,0,1,,3,69,,244,68,,1,405,40,8,6,1
11,69,7,1,925,5094,F,10G,4d,3U,So,0,1,,3,,,27,68,,1,406,41,9,6,1
11,69,7,1,724,5095,X,18E,3f,1L,Ja,0,1,,3,56,,297,68,,1,406,41,9,6,1
11,69,6,1,725,5096,X,17F,5a,1L,Ja,2,1,,3,59,,16,66,,1,1129,34,7,5,1
11,69,6,2,726,5097,X,17F,5a,1L,Ja,2,2,1,,49,,16,66,,1,1130,35,7,5,2
11,69,6,3,727,5098,X,17F,5a,1L,Ja,1,1,,3,58,,16,67,,1,766,36,8,6,1
11,69,6,3,728,5099,X,17F,5a,1L,Ja,5,1,,3,60,,16,63,,1,2226,36,8,6,1
11,69,5,7,2209,5100,V,10I,1b,3U,So,7,2,1,,64,,206,61,,1,2953,33,7,5,2
11,69,6,2,219,5101,V,10I,1b,3U,So,0,2,1,,53,,206,68,,1,400,35,7,5,2
11,69,6,2,2346,5102,V,10I,1b,3U,So,0,2,2,1,57,,206,68,,1,400,35,7,5,2
11,69,6,2,151,5103,V,10I,1b,3U,So,3,1,,3,75,,206,65,,1,1495,35,7,5,1
11,69,5,5,152,5104,V,10I,1b,3U,So,1,1,,3,64,,206,67,,1,761,31,7,5,1
11,69,5,6,153,5105,V,10I,1b,3U,So,0,1,,3,60,,206,68,,1,397,32,7,5,1
11,69,3,5,1313,5106,D,10I,1b,3U,So,1,2,1,,50,,206,67,,1,747,17,4,3,2
11,69,6,3,154,5107,V,10I,1b,3U,So,0,1,,3,64,,206,68,,1,401,36,8,6,1
11,69,2,5,155,5108,V,10I,1b,3U,So,0,1,,3,66,,206,68,,1,375,10,2,2,1
11,69,5,4,2347,5109,V,10I,1b,3U,So,1,2,1,,66,,206,67,,1,760,30,6,5,2
11,69,3,2,926,5110,G,10I,1b,3U,So,0,2,1,,54,,206,68,,1,379,14,3,2,2
11,69,5,2,2348,5111,V,10I,1b,3U,So,0,1,,3,60,,206,68,,1,393,28,6,4,1
11,69,6,3,2210,5112,V,09I,9b,3U,So,4,1,,3,67,,343,64,,1,1861,36,8,6,1
11,69,6,4,1443,5113,G,09I,9b,3U,So,5,2,1,,64,,343,63,,1,2227,37,8,6,2
11,69,5,7,3029,5114,F,09I,9b,3U,So,0,1,,3,74,,343,68,,1,398,33,7,5,1
