KT,Y,W,D,Time,Nr,Js,Rak1,Rak2,NyLskp,LSkp,Age,Sex,Bfas,Sp,Vikt1,Fvikt,Jnr,Bornyear,Fx,Frisk,Agedays,Dnr,5per,7per,Sex2
11,77,2,2,130,9387,V,14G,7h,2H,Hs,0,2,1,,,37,,76,,1,376,11,3,2,2
11,76,49,7,1330,9388,G,15G,4g,2H,Hs,3,1,,,,62,,73,,1,1435,340,68,49,1
11,76,47,3,3020,9389,V,14G,5d,2H,Hs,0,1,,,,56,,76,,1,322,322,65,46,1
11,76,50,8,3021,9390,U,15G,4g,2H,Hs,0,2,1,,,45,,76,,1,344,344,-9,-9,2
11,76,49,6,3022,9391,V,15G,1c,2H,Hs,0,1,,,,57,,76,,1,339,339,68,49,1
11,76,50,8,3023,9392,U,15G,4g,2H,Hs,2,1,,,,61,,74,,1,1074,344,-9,-9,1
11,76,49,3,930,9393,G,15G,1a,2H,Hs,0,1,,1,57,,,76,,1,336,336,68,48,1
11,76,50,6,930,9394,D,15G,1c,2H,Hs,0,1,,,,61,,76,,1,346,346,70,50,1
11,76,50,8,3024,9395,U,15G,4g,2H,Hs,0,2,1,,,40,,76,,1,344,344,-9,-9,2
11,76,50,8,3025,9396,U,15G,4g,2H,Hs,0,1,,2,,52,,76,,1,344,344,-9,-9,1
11,77,2,1,2330,9397,V,14G,7h,2H,Hs,7,2,,,,50,,69,,1,2930,10,2,2,2
11,77,1,6,130,9398,V,15H,5c,2H,Hs,0,2,1,,49,,,76,,1,373,8,2,2,2
11,77,5,2,100,9399,V,09H,7f,3U,So,0,1,,3,63,,,76,,1,397,32,7,5,1
11,77,5,3,45,9400,V,09H,7f,3U,So,0,1,,3,67,,,76,,1,398,33,7,5,1
11,76,49,7,415,9401,V,14G,1j,2H,Ga,0,1,,,98,,,76,,1,340,340,68,49,1
11,76,47,3,800,9402,D,13G,3i,2H,Ga,0,2,1,,,,,76,,1,322,322,65,46,2
11,76,48,5,2130,9403,V,13G,3e,2H,Ga,4,1,,1,70,,,72,,1,1791,331,67,48,1
11,76,47,3,2330,9404,V,13G,2h,2H,Ga,1,2,1,,57,,,75,,1,687,322,65,46,2
11,76,47,5,830,9405,F,13G,0g,2H,Ga,0,1,,,61,,,76,,1,324,324,65,47,1
11,76,46,7,1130,9406,D,13G,0h,2H,Ga,3,1,,3,91,,,73,,1,1414,319,64,46,1
11,76,49,4,830,9407,F,13G,0h,2H,Ga,0,2,1,,53,,,76,,1,337,337,68,49,2
11,76,47,6,830,9408,D,13G,2f,2H,Ga,2,1,,3,95,,,74,,1,1055,325,65,47,1
11,76,48,1,148,9409,V,13G,0h,2H,Ga,0,1,,1,58,,,76,,1,327,327,66,47,1
11,76,47,2,135,9410,V,16G,1j,2H,Hs,0,1,,1,79,,,76,,1,321,321,65,46,1
11,76,47,2,555,9411,V,16G,1j,2H,Hs,1,2,1,,50,,,75,,1,686,321,65,46,2
11,76,47,2,140,9412,V,16G,1j,2H,Hs,0,2,,,59,,,76,,1,321,321,65,46,2
11,76,47,3,225,9413,V,16G,1j,2H,Hs,0,1,,1,59,,,76,,1,322,322,65,46,1
11,76,48,6,1245,9414,G,16G,1j,2H,Hs,1,2,1,,52,,,75,,1,697,332,67,48,2
11,76,50,7,1145,9415,G,16G,1j,2H,Hs,0,1,,3,84,,,76,,1,347,347,70,50,1
11,76,50,7,1130,9416,G,16G,1j,2H,Hs,0,1,,3,81,,,76,,1,347,347,70,50,1
11,77,2,2,235,9417,V,13G,0h,2H,Ga,0,1,,1,75,,,76,,1,376,11,3,2,1
11,77,1,5,2330,9418,V,13G,1j,2H,Ga,1,2,1,,42,,,75,,1,737,7,2,1,2
11,77,1,7,140,9419,V,13G,3h,2H,Ga,2,2,1,,61,,,74,,1,1104,9,2,2,2
11,77,1,6,30,9420,V,13G,1j,2H,Ga,2,1,,3,93,,,74,,1,1103,8,2,2,1
11,76,53,5,200,9421,V,13G,2g,2H,Ga,0,2,1,,55,,,76,,1,366,366,74,53,2
11,76,52,3,830,9422,F,13G,2g,2H,Ga,0,2,1,,48,,,76,,1,357,357,72,51,2
11,76,50,2,2200,9423,V,13G,3f,2H,Ga,1,1,,3,59,,,75,,1,707,342,69,49,1
11,76,50,7,3026,9424,U,13G,3g,2H,Ga,2,2,1,,57,,,74,,1,1077,347,70,50,2
11,76,50,7,140,9425,V,14G,8g,2H,Hs,1,1,,3,77,,,75,,1,712,347,70,50,1
11,76,50,2,300,9426,V,14G,8g,2H,Hs,0,2,1,,45,,,76,,1,342,342,69,49,2
11,76,45,2,30,9427,V,14G,8g,2H,Hs,3,1,,,90,,,73,,1,1402,307,62,44,1
11,76,52,7,55,9428,V,14G,7g,2H,Hs,0,1,,3,66,,,76,,1,361,361,73,52,1
11,76,51,6,1100,9429,G,14G,7h,2H,Hs,0,1,,3,67,,,76,,1,353,353,71,51,1
11,76,51,4,140,9430,V,14G,8g,2H,Hs,0,1,,1,48,,,76,,1,351,351,71,51,1
11,76,49,7,1215,9431,G,14G,8g,2H,Hs,0,1,,1,77,,,76,,1,340,340,68,49,1
11,76,49,3,115,9432,V,14G,8g,2H,Hs,0,2,1,,52,,,76,,1,336,336,68,48,2
11,77,5,5,30,9433,V,15G,5g,2H,Hs,2,1,,,51,,,74,,1,1130,35,7,5,1
11,77,5,6,1030,9434,G,15G,4g,2H,Hs,0,2,,,60,,,76,,1,401,36,8,6,2
11,77,3,6,800,9435,F,13G,1j,2H,Ga,1,1,,3,66,,,75,,1,752,22,5,4,1
11,77,4,5,900,9436,F,13G,1g,2H,Ga,2,1,,3,68,,,74,,1,1123,28,6,4,1
11,77,5,3,135,9437,V,13G,1g,2H,Ga,0,2,1,,54,,,76,,1,398,33,7,5,2
11,77,4,7,130,9438,V,13G,2g,2H,Ga,2,2,1,,51,,,74,,1,1125,30,6,5,2
11,77,6,6,2030,9439,V,13G,2h,2H,Ga,0,1,,3,55,,,76,,1,408,43,9,7,1
11,77,7,5,530,9440,V,13G,2h,2H,Ga,3,1,,3,70,,,73,,1,1509,49,10,7,1
11,76,53,4,235,9441,V,16H,6f,2H,Hs,0,1,,,74,,,76,,1,365,365,73,53,1
11,76,51,8,3027,9442,U,,,2H,Hs,2,2,1,,57,,,74,,1,1081,351,-9,-9,2
11,76,53,8,3028,9443,U,15G,0e,2H,Hs,0,2,1,,42,,,76,,1,365,365,-9,-9,2
11,76,48,5,1000,9444,D,14F,9j,2H,Hs,3,2,1,,60,,,73,,1,1426,331,67,48,2
11,76,49,7,1500,9445,G,16G,2i,2H,Hs,0,1,,3,70,,,76,,1,340,340,68,49,1
11,77,3,1,3029,9446,F,16H,1e,2H,Hs,4,1,,3,72,,,72,,1,1842,17,4,3,1
11,77,1,2,3030,9447,U,15G,0f,2H,Hs,0,1,,3,,53,,76,,1,369,4,1,1,1
11,77,0,6,140,9448,V,16H,6g,2H,Hs,0,1,,,63,,,76,,1,366,1,1,1,1
11,76,49,7,3031,9449,V,,,2H,Hs,0,2,1,,49,,,76,,1,340,340,68,49,2
11,76,49,5,3032,9450,V,,,2H,Hs,1,2,,,70,,,75,,1,703,338,68,49,2
11,76,51,5,130,9451,V,14H,8b,2H,Hs,0,2,1,,45,,,76,,1,352,352,71,51,2
11,76,50,2,10,9452,V,16G,0g,2H,Hs,0,1,,,42,,,76,,1,342,342,69,49,1
11,76,53,4,300,9453,V,16H,1a,2H,Hs,0,2,1,,65,,,76,,1,365,365,73,53,2
11,76,50,3,2320,9454,V,15H,7d,2H,Hs,0,2,1,,59,,,76,,1,343,343,69,49,2
11,77,2,4,1015,9455,F,15H,5c,2H,Hs,1,2,1,,50,,,75,,1,743,13,3,2,2
11,76,53,5,1000,9456,F,16G,6e,2H,Hs,0,1,,,43,,,76,,1,366,366,74,53,1
11,76,50,7,1300,9457,D,16G,0i,2H,Hs,0,2,1,,65,,,76,,1,347,347,70,50,2
11,77,1,6,3033,9458,V,15G,9g,2H,Hs,0,2,1,,55,,,76,,1,373,8,2,2,2
11,76,48,6,1000,9459,D,16G,1i,2H,Hs,0,2,1,,70,,,76,,1,332,332,67,48,2
11,76,52,7,230,9460,V,16H,6f,2H,Hs,0,2,1,,58,,,76,,1,361,361,73,52,2
11,76,52,4,2315,9461,V,15H,6c,2H,Hs,0,1,,,,54,,76,,1,358,358,72,52,1
11,77,1,2,1000,9462,F,16H,6f,2H,Hs,0,2,1,,50,,,76,,1,369,4,1,1,2
11,76,50,6,3034,9463,V,16H,6g,2H,Hs,1,2,1,,57,,,75,,1,711,346,70,50,2
11,77,2,3,900,9464,F,15H,2c,2H,Hs,0,2,1,,67,,,76,,1,377,12,3,2,2
11,76,49,3,1100,9465,D,16G,2h,2H,Hs,2,2,1,,,,,74,,1,1066,336,68,48,2
11,76,49,5,3035,9466,F,15H,9b,2H,Hs,0,2,1,,40,,,76,,1,338,338,68,49,2
11,76,50,4,300,9467,V,16H,1a,2H,Hs,0,1,,3,70,,,76,,1,344,344,69,50,1
11,77,1,4,3036,9468,V,16G,0i,2H,Hs,0,2,1,,60,,,76,,1,371,6,2,1,2
11,76,50,4,3037,9469,F,16G,2i,2H,Hs,0,1,,1,49,,,76,,1,344,344,69,50,1
11,76,48,1,2200,9470,V,16H,1a,2H,Hs,0,2,1,,56,,,76,,1,327,327,66,47,2
11,77,0,6,10,9471,V,16H,7f,2H,Hs,0,1,,,58,,,76,,1,366,1,1,1,1
11,77,1,4,120,9472,V,16H,0c,2H,Hs,0,2,1,,45,,,76,,1,371,6,2,1,2
11,76,52,4,1030,9473,G,15H,0a,2H,Hs,0,2,1,,68,,,76,,1,358,358,72,52,2
11,77,1,5,3038,9474,V,16H,6f,2H,Hs,7,1,,,64,,,69,,1,2927,7,2,1,1
11,76,50,3,3039,9475,F,15H,8d,2H,Hs,0,1,,,64,,,76,,1,343,343,69,49,1
11,77,0,7,1130,9476,G,15H,0a,2H,Hs,0,1,,3,72,,,76,,1,367,2,1,1,1
11,76,51,6,1500,9477,G,16H,0c,2H,Hs,3,2,1,,75,,,73,,1,1448,353,71,51,2
11,76,53,5,1200,9478,S,16H,0c,2H,Hs,1,1,,1,63,,,75,,1,731,366,74,53,1
11,77,1,5,300,9479,V,15H,5c,2H,Hs,4,1,,,,57,,72,,1,1832,7,2,1,1
11,76,49,4,30,9480,V,15H,5d,2H,Hs,2,2,,,,47,,74,,1,1067,337,68,49,2
11,76,53,4,1430,9481,G,15H,0a,2H,Hs,2,2,,,63,,,74,,1,1095,365,73,53,2
11,76,52,9,3040,9482,V,16G,0g,2H,Hs,0,1,,,,67,,76,,1,358,358,-9,-9,1
11,76,53,2,2359,9483,V,16H,6g,2H,Hs,0,2,1,,61,,,76,,1,363,363,73,52,2
11,76,53,3,800,9484,F,15H,6d,2H,Hs,0,1,,,70,,,76,,1,364,364,73,52,1
11,76,50,1,3041,9485,F,16H,6f,2H,Hs,0,1,,,86,,,76,,1,341,341,69,49,1
11,76,50,5,100,9486,V,15H,0c,2H,Hs,0,1,,,55,,,76,,1,345,345,69,50,1
11,77,6,1,3042,9487,F,15G,3g,2H,Hs,0,1,,3,65,,,76,,1,403,38,8,6,1
11,77,3,4,3043,9488,F,15G,1f,2H,Hs,0,1,,3,,41,,76,,1,385,20,4,3,1
11,77,1,7,3044,9489,V,15G,4f,2H,Hs,0,2,1,,,38,,76,,1,374,9,2,2,2
11,77,1,2,2359,9490,V,16H,0d,2H,Hs,0,1,,3,85,,,76,,1,369,4,1,1,1
11,77,3,4,2230,9491,V,15H,9b,2H,Hs,0,1,,3,,68,,76,,1,385,20,4,3,1
11,77,6,1,1100,9492,S,15H,9g,2H,Hs,7,1,,1,50,,,69,1,1,2958,38,8,6,1
11,77,3,3,45,9493,V,16H,3c,2H,Hs,1,2,1,,,,,75,,1,749,19,4,3,2
11,77,2,6,500,9494,V,15H,9e,2H,Hs,4,2,2,,,,,72,,1,1840,15,3,3,2
11,77,3,2,515,9495,V,15H,9e,2H,Hs,0,2,1,,,50,,76,,1,383,18,4,3,2
11,77,2,2,130,9496,V,16H,0d,2H,Hs,0,1,,,68,,,76,,1,376,11,3,2,1
11,77,4,2,2300,9497,V,15H,9f,2H,Hs,0,2,1,,50,,,76,,1,390,25,5,4,2
11,77,3,7,500,9498,V,15H,9c,2H,Hs,0,1,,3,,53,,76,,1,388,23,5,4,1
11,77,1,5,2300,9499,V,16H,1d,2H,Hs,2,1,,3,59,,,74,,1,1102,7,2,1,1
11,76,52,7,3045,9500,F,15H,8d,2H,Hs,0,1,,,69,,,76,,1,361,361,73,52,1
11,77,2,2,1150,9501,G,16H,1d,2H,Hs,0,1,,3,55,,,76,,1,376,11,3,2,1
11,77,5,6,115,9502,V,16H,1f,2H,Hs,2,2,1,,,54,,74,,1,1131,36,8,6,2
11,77,2,2,3046,9503,F,16H,0c,2H,Hs,0,1,,3,,,,76,,1,376,11,3,2,1
11,77,1,1,2330,9504,V,16H,0d,2H,Hs,0,2,,,50,,,76,,1,368,3,1,1,2
11,77,2,6,3047,9505,F,16H,0e,2H,Hs,1,2,1,,48,,,75,,1,745,15,3,3,2
11,77,3,6,1300,9506,G,16H,2c,2H,Hs,1,2,1,,54,,,75,,1,752,22,5,4,2
11,76,49,4,100,9507,V,15H,5c,2H,Hs,0,2,1,,,51,,76,,1,337,337,68,49,2
11,77,0,6,930,9508,F,16H,5d,2H,Hs,0,1,,,72,,,76,,1,366,1,1,1,1
11,76,50,2,45,9509,V,16H,6a,2H,Hs,0,1,,3,66,,,76,,1,342,342,69,49,1
11,77,2,6,3048,9510,V,15G,4f,2H,Hs,0,1,,3,,50,,76,,1,380,15,3,3,1
11,77,1,6,150,9511,V,16H,6e,2H,Hs,0,2,1,,54,,,76,,1,373,8,2,2,2
11,77,1,5,100,9512,V,16G,2j,2H,Hs,0,1,,3,68,,,76,,1,372,7,2,1,1
11,76,48,5,50,9513,V,15H,6d,2H,Hs,2,1,,,70,,,74,,1,1061,331,67,48,1
11,77,1,7,445,9514,V,16H,6e,2H,Hs,0,1,,,67,,,76,,1,374,9,2,2,1
11,77,1,6,30,9515,V,15H,1c,2H,Hs,8,2,1,,62,,,68,1,1,3293,8,2,2,2
11,77,2,4,230,9516,V,16H,6e,2H,Hs,3,2,1,,55,,,73,,1,1473,13,3,2,2
11,77,1,5,215,9517,V,17H,1f,2H,Me,0,2,,,52,,,76,,1,372,7,2,1,2
11,77,1,7,30,9518,V,15G,4g,2H,Hs,4,1,,3,,58,,72,,1,1834,9,2,2,1
11,77,2,1,115,9519,V,16H,6g,2H,Hs,0,2,1,,42,,,76,,1,375,10,2,2,2
11,77,3,3,100,9520,V,15G,5f,2H,Hs,0,2,1,,,45,,76,,1,384,19,4,3,2
11,76,51,5,900,9521,D,27L,2a,1L,Lp,0,2,1,,45,,,76,,1,352,352,71,51,2
11,77,5,7,3049,9522,S,27K,4j,1L,Lp,1,1,,3,45,,,75,,1,767,37,8,6,1
11,77,4,5,2100,9523,V,15G,4g,2H,Hs,0,1,,3,,63,,76,,1,393,28,6,4,1
11,77,0,7,2330,9524,V,15G,0d,2H,Hs,2,2,,,,57,,74,,1,1097,2,1,1,2
11,77,5,7,830,9525,F,13G,6f,2H,Dr,1,2,1,,58,,,75,,1,767,37,8,6,2
11,77,4,2,2315,9526,V,13G,0h,2H,Ga,6,2,3,,76,,,70,,1,2580,25,5,4,2
11,77,3,1,2359,9527,V,13G,1h,2H,Ga,0,2,1,,48,,,76,,1,382,17,4,3,2
11,77,4,1,830,9528,F,13G,2h,2H,Ga,0,1,,3,73,,,76,,1,389,24,5,4,1
11,76,51,1,3050,9529,V,16H,6e,2H,Hs,2,1,,,74,,,74,,1,1078,348,70,50,1
11,77,1,5,130,9530,V,16H,7f,2H,Hs,0,2,1,,56,,,76,,1,372,7,2,1,2
11,76,51,5,200,9531,V,16H,6e,2H,Hs,0,2,1,,52,,,76,,1,352,352,71,51,2
11,77,1,6,2315,9532,V,16H,7f,2H,Hs,5,2,1,,62,,,71,,1,2198,8,2,2,2
11,76,51,3,3051,9533,V,16H,6g,2H,Hs,0,1,,,65,,,76,,1,350,350,70,50,1
11,76,50,1,2330,9534,V,16H,6a,2H,Hs,0,2,1,,58,,,76,,1,341,341,69,49,2
11,76,53,3,3052,9535,D,16G,2h,2H,Hs,0,1,,,,54,,76,,1,364,364,73,52,1
11,77,7,6,1400,9536,G,16H,6g,2H,Hs,3,1,,,57,,,73,,1,1510,50,10,8,1
11,77,1,4,2230,9537,V,16H,1d,2H,Hs,0,2,1,,48,,,76,,1,371,6,2,1,2
11,76,46,6,1145,9538,D,16H,5a,2H,Hs,0,1,,3,62,,,76,,1,318,318,64,46,1
11,77,1,6,630,9539,V,16H,1a,2H,Hs,0,2,1,,68,,,76,,1,373,8,2,2,2
11,77,0,7,1200,9540,G,16H,0c,2H,Hs,2,2,1,,53,,,74,,1,1097,2,1,1,2
11,77,6,3,135,9541,V,09H,7f,3U,So,0,1,,3,72,,,76,,1,405,40,8,6,1
11,77,6,6,455,9542,V,09H,7f,3U,So,0,2,1,,57,,,76,,1,408,43,9,7,2
11,77,6,5,1600,9543,V,09H,7d,3U,So,0,1,,3,,51,,76,,1,407,42,9,6,1
11,77,7,2,840,9544,S,09H,7f,3U,So,0,1,,3,70,,,76,,1,411,46,10,7,1
11,77,1,2,3053,9545,V,09H,5f,3U,So,0,1,,,,63,,76,,1,369,4,1,1,1
11,77,1,1,3054,9546,V,09H,5f,3U,So,0,1,,3,,77,,76,,1,368,3,1,1,1
11,77,5,7,1030,9547,D,05G,0j,3U,Og,3,2,3,1,65,,,73,,1,1497,37,8,6,2
11,77,6,4,1315,9548,S,09H,7f,3U,So,0,1,,3,70,,,76,,1,406,41,9,6,1
11,77,6,1,2210,9549,V,09H,7f,3U,So,3,2,1,,52,,,73,,1,1498,38,8,6,2
11,76,53,3,3055,9550,K,03C,0i,4S,Sk,1,2,1,,,,,75,1,1,729,364,73,52,2
11,77,7,6,1200,9551,K,03C,0i,4S,Sk,1,1,,3,,86,,75,,1,780,50,10,8,1
11,77,7,1,3056,9552,S,03C,0i,4S,Sk,0,1,,3,91,,,76,,1,410,45,9,7,1
11,77,7,6,3057,9553,K,03C,0i,4S,Sk,0,1,,,86,,,76,,1,415,50,10,8,1
11,76,49,6,30,9554,V,15F,1g,2H,Hs,0,2,1,,65,,,76,,1,339,339,68,49,2
11,77,2,6,900,9555,F,16H,6f,2H,Hs,0,2,1,,53,,,76,,1,380,15,3,3,2
11,77,2,7,330,9556,V,16H,6f,2H,Hs,2,2,1,,59,,,74,,1,1111,16,4,3,2
11,77,3,2,230,9557,V,16H,6f,2H,Hs,0,2,1,,49,,,76,,1,383,18,4,3,2
11,77,2,7,230,9558,V,16H,6g,2H,Hs,0,1,,,56,,,76,,1,381,16,4,3,1
11,77,1,4,1130,9559,V,15G,0a,2H,Hs,0,2,1,,50,,,76,,1,371,6,2,1,2
11,77,2,7,430,9560,V,16H,6g,2H,Hs,0,2,1,,50,,,76,,1,381,16,4,3,2
11,77,2,4,350,9561,V,15G,0b,2H,Hs,1,2,1,,60,,,75,,1,743,13,3,2,2
11,77,1,7,2215,9562,V,14G,8e,2H,Hs,0,2,,,54,,,76,,1,374,9,2,2,2
11,77,2,6,350,9563,V,16H,6e,2H,Hs,0,1,,,63,,,76,,1,380,15,3,3,1
11,77,2,7,230,9564,V,16H,6g,2H,Hs,0,1,,,64,,,76,,1,381,16,4,3,1
11,77,3,7,100,9565,V,15F,0i,2H,Hs,0,1,,3,74,,,76,,1,388,23,5,4,1
11,77,3,5,15,9566,V,15G,0d,2H,Hs,3,2,1,,,55,,73,,1,1481,21,5,3,2
11,76,53,4,45,9567,V,14G,8a,2H,Hs,0,2,1,,48,,,76,,1,365,365,73,53,2
11,77,3,6,230,9568,V,16H,6f,2H,Hs,3,1,,,95,,,73,,1,1482,22,5,4,1
11,77,4,7,100,9569,V,15H,5c,2H,Hs,3,1,,3,68,,,73,,1,1490,30,6,5,1
11,77,2,7,400,9570,V,16H,6f,2H,Hs,2,1,,,78,,,74,,1,1111,16,4,3,1
11,76,51,4,1100,9571,D,15G,0a,2H,Hs,0,1,,1,60,,,76,,1,351,351,71,51,1
11,77,3,4,900,9572,F,15G,0b,2H,Hs,0,1,,3,71,,,76,,1,385,20,4,3,1
11,77,1,7,1100,9573,V,15G,5c,2H,Hs,7,2,,,41,,,69,,1,2929,9,2,2,2
11,77,3,3,300,9574,V,16H,6f,2H,Hs,3,2,1,,73,,,73,,1,1479,19,4,3,2
11,77,1,4,2045,9575,V,15G,0a,2H,Hs,1,2,1,,55,,,75,,1,736,6,2,1,2
11,77,1,4,935,9576,V,15F,3g,2H,Hs,0,2,1,,49,,,76,,1,371,6,2,1,2
11,77,5,4,3058,9577,V,15F,1g,2H,Hs,0,1,,3,55,,,76,,1,399,34,7,5,1
11,76,51,1,2400,9578,V,16H,7f,2H,Hs,1,2,1,,61,,,75,,1,713,348,70,50,2
11,77,3,5,200,9579,V,16H,6e,2H,Hs,2,1,,,55,,,74,,1,1116,21,5,3,1
11,77,1,7,600,9580,V,15G,0b,2H,Hs,0,1,,3,74,,,76,,1,374,9,2,2,1
11,77,1,6,330,9581,V,15F,1g,2H,Hs,0,2,1,,66,,,76,,1,373,8,2,2,2
11,77,1,5,2300,9582,V,15G,0b,2H,Hs,0,1,,1,52,,,76,,1,372,7,2,1,1
11,77,3,2,2355,9583,V,15H,1c,2H,Hs,1,2,1,,56,,,75,,1,748,18,4,3,2
11,77,5,3,200,9584,V,15H,5c,2H,Hs,0,2,1,,59,,,76,,1,398,33,7,5,2
11,77,5,6,220,9585,V,15F,6h,2H,Hs,0,2,1,,41,,,76,,1,401,36,8,6,2
11,77,2,5,3059,9586,F,15G,5f,2H,Hs,0,2,1,,,36,,76,,1,379,14,3,2,2
11,77,2,1,335,9587,V,15G,0b,2H,Hs,1,2,1,,50,,,75,,1,740,10,2,2,2
11,77,1,6,3000,9588,F,16H,5c,2H,Hs,7,2,1,,54,,,69,,1,2928,8,2,2,2
11,77,4,3,400,9589,V,15H,7c,2H,Hs,1,2,1,,,35,,75,,1,756,26,6,4,2
11,77,2,1,3001,9590,V,15F,6g,2H,Hs,1,2,,,50,,,75,,1,740,10,2,2,2
11,77,1,5,2345,9591,V,16H,6g,2H,Hs,8,2,1,,52,,,68,,1,3292,7,2,1,2
11,76,52,3,2330,9592,V,15F,1g,2H,Hs,0,2,1,,63,,,76,,1,357,357,72,51,2
11,77,2,6,1430,9593,G,15G,0c,2H,Hs,0,1,,3,,,,76,,1,380,15,3,3,1
11,77,1,7,3002,9594,V,15F,1i,2H,Hs,6,2,1,,56,,,70,,1,2564,9,2,2,2
11,77,2,6,1430,9595,G,15G,0c,2H,Hs,1,2,1,,,59,,75,,1,745,15,3,3,2
11,77,2,1,3003,9596,F,14G,9f,2H,Hs,0,1,,3,65,,,76,,1,375,10,2,2,1
11,77,6,1,930,9597,V,13G,2g,2H,Ga,0,2,1,,50,,,76,,1,403,38,8,6,2
11,77,3,2,1200,9598,S,15H,9f,2H,Hs,2,1,,3,75,,,74,,1,1113,18,4,3,1
11,77,5,4,130,9599,V,15H,9f,2H,Hs,0,2,1,,52,,,76,,1,399,34,7,5,2
11,77,5,6,3004,9600,V,15E,8i,1L,Hr,4,2,1,,,,,72,,1,1861,36,8,6,2
11,77,1,1,3005,9601,F,16F,2j,2H,Hs,0,1,,2,,37,,76,,1,368,3,1,1,1
11,77,5,1,1030,9602,G,15H,0a,2H,Hs,2,2,1,,59,,,74,,1,1126,31,7,5,2
11,76,52,5,3006,9603,F,16G,1b,2H,Hs,0,2,1,,59,,,76,,1,359,359,72,52,2
11,77,4,5,350,9604,V,16G,1d,2H,Hs,0,1,,3,60,,,76,,1,393,28,6,4,1
11,77,1,8,3007,9605,V,15G,9a,2H,Hs,0,1,,,,,,76,,1,371,6,-9,-9,1
11,77,2,3,1230,9606,G,14H,9a,2H,Hs,0,2,1,,63,,,76,,1,377,12,3,2,2
11,77,1,8,3008,9607,F,16F,2j,2H,Hs,0,2,1,,,,,76,,1,371,6,-9,-9,2
11,77,2,1,700,9608,F,16F,0j,2H,Hs,3,1,,3,76,,,73,,1,1470,10,2,2,1
11,77,8,3,3009,9609,T,15G,0g,2H,Hs,0,1,,3,63,,,76,,1,419,54,11,8,1
11,77,5,4,3010,9610,F,16F,0d,2H,Hs,0,2,1,,35,,,76,,1,399,34,7,5,2
11,76,53,4,3011,9611,F,16F,0j,2H,Hs,0,1,,3,70,,,76,,1,365,365,73,53,1
11,77,5,3,3012,9612,F,15G,7f,2H,Hs,4,2,1,,,,,72,,1,1858,33,7,5,2
11,77,2,6,1330,9613,G,15G,9c,2H,Hs,2,2,,,,,,74,,1,1110,15,3,3,2
11,77,9,6,330,9614,V,16G,4g,2H,Hs,0,1,,,,57,,76,,1,429,64,13,10,1
11,77,5,3,2230,9615,V,15F,9d,2H,Hs,6,2,1,,34,,,70,,1,2588,33,7,5,2
11,77,4,7,130,9616,V,15F,6b,2H,Hs,9,2,1,,,41,,67,,1,3680,30,6,5,2
11,77,7,5,2130,9617,V,16G,4g,2H,Hs,1,1,,,,55,,75,,1,779,49,10,7,1
11,77,6,2,2340,9618,V,09H,7f,3U,So,2,2,1,,62,,,74,,1,1134,39,8,6,2
11,77,7,2,2110,9619,V,09H,7f,3U,So,1,2,4,3,62,,,75,,1,776,46,10,7,2
11,77,9,6,3013,9620,V,09H,5f,3U,So,0,1,,,,57,,76,,1,429,64,13,10,1
11,77,9,5,30,9621,V,09H,7f,3U,So,0,1,,3,53,,,76,,1,428,63,13,9,1
11,77,10,6,1500,9622,K,03C,0i,4S,Sk,1,2,5,,88,,,75,,1,801,71,15,11,2
11,77,9,6,3014,9623,K,03C,0i,4S,Sk,1,2,5,,,63,,75,,1,794,64,13,10,2
11,77,8,6,3015,9624,K,03C,0i,4S,Sk,0,2,4,2,,60,,76,,1,422,57,12,9,2
11,77,9,6,3016,9625,K,03C,0i,4S,Sk,4,1,,3,,61,,72,,1,1889,64,13,10,1
11,77,8,6,3017,9626,K,03C,0i,4S,Sk,0,1,,3,,73,,76,,1,422,57,12,9,1
11,77,9,6,3018,9627,K,03C,0i,4S,Sk,0,2,5,,65,,,76,,1,429,64,13,10,2
11,77,9,4,340,9628,V,09H,7f,3U,So,0,1,,3,70,,,76,,1,427,62,13,9,1
11,77,7,6,2056,9629,V,09H,7f,3U,So,1,1,,3,74,,,75,,1,780,50,10,8,1
11,77,9,1,1700,9630,F,15H,6d,2H,Hs,1,1,,,60,,,75,,1,789,59,12,9,1
11,76,53,4,15,9631,V,14G,8a,2H,Hs,0,2,1,,56,,,76,,1,365,365,73,53,2
11,76,49,7,315,9632,V,16G,0a,2H,Hs,0,2,1,,70,,,76,,1,340,340,68,49,2
11,77,2,6,3019,9633,V,16G,0a,2H,Hs,0,1,,3,60,,,76,,1,380,15,3,3,1
11,77,6,7,1230,9634,G,15G,8f,2H,Hs,0,2,1,,51,,,76,,1,409,44,9,7,2
11,77,3,5,1915,9635,F,16G,1d,2H,Hs,0,2,1,,,35,,76,,1,386,21,5,3,2
11,77,5,7,300,9636,V,16F,6d,2H,Hs,0,1,,3,62,,,76,,1,402,37,8,6,1
11,77,9,5,2330,9637,V,16G,4g,2H,Hs,8,2,2,,,50,,68,,1,3348,63,13,9,2
11,77,4,1,3020,9638,F,16F,0j,2H,Hs,0,1,,3,70,,,76,,1,389,24,5,4,1
11,77,6,4,330,9639,V,15F,9d,2H,Hs,6,2,1,,,39,,70,,1,2596,41,9,6,2
11,77,6,6,2315,9640,V,15F,9d,2H,Hs,4,2,1,,36,,,72,,1,1868,43,9,7,2
11,77,7,7,30,9641,V,15G,4h,2H,Hs,3,2,1,,,38,,73,,1,1511,51,11,8,2
